SetID	MetaSKATO_P	METASKATO_exome_wide_check	RE_BETAsum	RE_BETAsum_L95	RE_BETAsum_U95	RE_BETAsum_SE	RE_tau2	RE_het	RE_hetP	FE_BETAsum	FE_BETAsum_L95	FE_BETAsum_U95	FE_BETAsum_SE	FE_tau2	FE_het	FE_hetP	cohort1_P.value	cohort1_N.Marker.All	cohort1_N.Marker.Test	cohort1_cMAC	cohort1_cMAF	cohort1_medANDav_Pheno	cohort1_Carriers_AvPheno	cohort1_nonCarriers_AvPheno	cohort1_AvDiff_Pheno	cohort1_Carriers_medianPheno	cohort1_nonCarriers_medianPheno	cohort1_medianDiff_Pheno	cohort1_no_of_carriers	cohort1_P_regression	cohort1_BETA_noOfMutations	cohort1_BETA_L95	cohort1_BETA_U95	cohort1_eff_estimate	cohort1_eff_stdErr	cohort1_exome_wide_check	cohort2_P.value	cohort2_N.Marker.All	cohort2_N.Marker.Test	cohort2_cMAC	cohort2_cMAF	cohort2_medANDav_Pheno	cohort2_Carriers_AvPheno	cohort2_nonCarriers_AvPheno	cohort2_AvDiff_Pheno	cohort2_Carriers_medianPheno	cohort2_nonCarriers_medianPheno	cohort2_medianDiff_Pheno	cohort2_no_of_carriers	cohort2_P_regression	cohort2_BETA_noOfMutations	cohort2_BETA_L95	cohort2_BETA_U95	cohort2_eff_estimate	cohort2_eff_stdErr	cohort2_exome_wide_check	chr	start	end	gene_type	strand	additional_info1	additional_info2
Gene353	0.441946738104837	NA	-4.37	-9.981	1.24	2.863	0	0.60626075226462	0.436199186725842	-4.37	-9.981	1.24	2.863	0	0.60626075226462	0.436199186725842	0.732294192536246	10	7	34	0.005667	48_48.61	41.542	49.225	-7.683	41.5	49	-7.5	24	0.59976338986061	-2.131	-10.084	5.821	-2.131	4.058	NA	0.185090642225018	10	10	23	0.003833	48_48.61	33.909	49.17	-15.26	28	49	-21	11	0.103860541218853	-6.589	-14.505	1.327	-6.589	4.039	NA	1	528500	529500	protein_coding	+	info353	info353
Gene778	0.442579121037804	NA	0.945	-6.67	8.56	3.885	12.6118755	1.62732899806184	0.202072884021546	0.24	-5.303	5.783	2.828	12.6118755	1.62732899806184	0.202072884021546	0.675880623744841	10	8	42	0.007	48_48.61	44.346	49.015	-4.668	44	48	-4	26	0.551961126911177	-1.976	-8.481	4.528	-1.976	3.319	NA	0.395590857855559	10	6	23	0.003833	48_48.61	51.895	48.388	3.507	40	48	-8	19	0.258873114029218	6.113	-4.478	16.703	6.113	5.403	NA	1	1166000	1167000	non_coding	-	info778	info778
Gene270	0.444683720527789	NA	0.951	-4.616	6.519	2.841	0	0.125235320159286	0.723424299090357	0.951	-4.616	6.519	2.841	0	0.125235320159286	0.723424299090357	0.645947064519088	10	10	43	0.007167	48_48.61	51.059	48.297	2.762	49	48	1	34	0.993476777504407	-0.033	-7.825	7.76	-0.033	3.976	NA	0.248616861175136	10	7	32	0.005333	48_48.61	49.95	48.514	1.436	54	47	7	20	0.626594559833068	1.978	-5.98	9.935	1.978	4.06	NA	1	404000	405000	non_coding	-	info270	info270
Gene1007	0.445072654137747	NA	3.09	-3.297	9.477	3.259	0	3.65656940258713e-06	0.998474273437534	3.09	-3.297	9.477	3.259	0	3.65656940258713e-06	0.998474273437534	0.312782383514846	10	9	29	0.004833	48_48.61	50.562	48.5	2.062	47.5	48	-0.5	16	0.392711886681654	3.093	-3.989	10.175	3.093	3.613	NA	0.898707769436857	10	6	14	0.002333	48_48.61	52	48.456	3.544	57	48	9	13	0.683761220399273	3.077	-11.715	17.869	3.077	7.547	NA	1	1509500	1510500	protein_coding	+	info1007	info1007
Gene553	0.445087064203405	NA	-0.363	-8.774	8.048	4.291	24.230116	2.87134788186715	0.090169323912727	0.42	-4.369	5.21	2.444	24.230116	2.87134788186715	0.090169323912727	0.353574535461064	10	10	44	0.007333	48_48.61	59.769	47.551	12.218	64.5	46.5	18	26	0.248967847979717	3.53	-2.459	9.519	3.53	3.056	NA	0.879402924312051	10	9	34	0.005667	48_48.61	39.783	49.343	-9.56	36	49	-13	23	0.211735720811632	-5.093	-13.069	2.883	-5.093	4.069	NA	1	828500	829500	protein_coding	+	info553	info553
Gene18	0.445707854167834	NA	2.508	-2.763	7.779	2.689	0	0.600121480713772	0.438531679440334	2.508	-2.763	7.779	2.689	0	0.600121480713772	0.438531679440334	0.294727225559056	10	9	27	0.0045	48_48.61	50.214	48.531	1.683	49	48	1	14	0.23143528177147	3.774	-2.394	9.941	3.774	3.147	NA	0.355119796236714	10	6	13	0.002167	48_48.61	54.167	48.497	5.67	55.5	48	7.5	6	0.859076108289884	-0.92	-11.069	9.229	-0.92	5.178	NA	1	26000	27000	non_coding	-	info18	info18
Gene905	0.446888322400863	NA	-0.976	-7.632	5.679	3.396	15.546891	3.03825728370388	0.0813231788210736	-0.491	-4.231	3.249	1.908	15.546891	3.03825728370388	0.0813231788210736	0.401796551098231	10	10	40	0.006667	48_48.61	51.389	48.433	2.956	49.5	48	1.5	18	0.37231015157306	2.19	-2.614	6.994	2.19	2.451	NA	0.365247522024113	10	9	35	0.005833	48_48.61	35.5	49.447	-13.947	35	49	-14	18	0.129965242639701	-4.618	-10.578	1.343	-4.618	3.041	NA	1	1356500	1357500	protein_coding	+	info905	info905
Gene860	0.447130201113433	NA	2.269	-3.436	7.973	2.91	0	0.113228656756225	0.736497877144752	2.269	-3.436	7.973	2.91	0	0.113228656756225	0.736497877144752	0.399594030814167	10	9	31	0.005167	48_48.61	47.25	48.707	-1.457	39.5	48	-8.5	20	0.691031090002696	1.484	-5.825	8.792	1.484	3.729	NA	0.531486860895236	10	10	19	0.003167	48_48.61	58.417	48.201	10.215	64.5	48	16.5	12	0.453871155934813	3.491	-5.632	12.614	3.491	4.655	NA	1	1289000	1290000	non_coding	-	info860	info860
Gene574	0.450238638306898	NA	0.076	-4.667	4.818	2.42	0	0.00264431940048275	0.958988500500371	0.076	-4.667	4.818	2.42	0	0.00264431940048275	0.958988500500371	0.873883351109197	10	10	38	0.006333	48_48.61	51.893	48.272	3.621	49	47.5	1.5	28	0.987914367784854	-0.053	-6.871	6.766	-0.053	3.479	NA	0.148354351726188	10	9	42	0.007	48_48.61	48.2	48.647	-0.447	46	48	-2	25	0.953637835849655	0.196	-6.406	6.798	0.196	3.368	NA	1	860000	861000	non_coding	-	info574	info574
Gene893	0.451099275524526	NA	2.071	-3.118	7.26	2.648	0	0.691153863788675	0.405772185975369	2.071	-3.118	7.26	2.648	0	0.691153863788675	0.405772185975369	0.186257309758416	10	9	31	0.005167	48_48.61	41.095	49.176	-8.08	42	49	-7	21	0.900130958203885	-0.513	-8.515	7.489	-0.513	4.083	NA	1	10	9	28	0.004667	48_48.61	60	48.052	11.948	62.5	48	14.5	14	0.25747959131439	3.946	-2.871	10.764	3.946	3.478	NA	1	1338500	1339500	protein_coding	+	info893	info893
Gene1096	0.451137737507321	NA	-0.458	-5.881	4.965	2.767	4.768702	1.39608146382385	0.237380764655998	-0.801	-5.173	3.57	2.23	4.768702	1.39608146382385	0.237380764655998	0.281621614149462	10	10	46	0.007667	48_48.61	47.875	48.674	-0.799	53	47.5	5.5	24	0.347665419413454	-2.492	-7.686	2.701	-2.492	2.65	NA	0.834698241629592	10	7	30	0.005	48_48.61	50.75	48.457	2.293	49	48	1	20	0.424100189515342	3.306	-4.789	11.401	3.306	4.13	NA	1	1643000	1644000	non_coding	-	info1096	info1096
Gene1158	0.451142354745026	NA	-2.18	-7.028	2.667	2.473	6.549016	2.10049296049191	0.147251657134551	-2.581	-5.8	0.637	1.642	6.549016	2.10049296049191	0.147251657134551	0.310741623989889	10	10	48	0.008	48_48.61	48.846	48.588	0.259	51	47.5	3.5	26	0.806340864998295	0.684	-4.781	6.149	0.684	2.788	NA	0.546337097797426	10	10	55	0.009167	48_48.61	39.895	49.199	-9.305	44	49	-5	19	0.0344960591087503	-4.316	-8.298	-0.333	-4.316	2.032	NA	1	1736000	1737000	non_coding	-	info1158	info1158
Gene336	0.451366045344965	NA	2.377	-5.238	9.993	3.885	9.123002	1.42140503373122	0.233172279819729	2.604	-3.721	8.929	3.227	9.123002	1.42140503373122	0.233172279819729	0.234823779023663	10	10	30	0.005	48_48.61	51.609	48.361	3.248	56	48	8	23	0.168524747211988	5.762	-2.42	13.944	5.762	4.175	NA	0.192891681389914	10	6	10	0.001667	48_48.61	43	48.686	-5.686	42	48	-6	4	0.682352522792872	-2.083	-12.051	7.884	-2.083	5.086	NA	1	503000	504000	non_coding	-	info336	info336
Gene407	0.451889055106444	NA	-0.797	-6.083	4.49	2.697	0	0.930259361058353	0.334795539340568	-0.797	-6.083	4.49	2.697	0	0.930259361058353	0.334795539340568	0.506822414365601	10	9	34	0.005667	48_48.61	45.077	48.945	-3.868	39	49	-10	26	0.348294822993815	-4.081	-12.595	4.433	-4.081	4.344	NA	0.722127520262056	10	10	28	0.004667	48_48.61	48.462	48.617	-0.155	33	48	-15	13	0.713765604922421	1.264	-5.481	8.008	1.264	3.441	NA	1	609500	610500	protein_coding	+	info407	info407
Gene1199	0.452470098131063	NA	-2.172	-7.583	3.239	2.761	0	0.756862507042085	0.384312180029056	-2.172	-7.583	3.239	2.761	0	0.756862507042085	0.384312180029056	0.328945805849582	10	7	26	0.004333	48_48.61	40.688	49.056	-8.369	28.5	49	-20.5	16	0.244032283982571	-4.354	-11.665	2.957	-4.354	3.73	NA	0.59706143655031	10	8	28	0.004667	48_48.61	50.6	48.468	2.132	52.5	47.5	5	20	0.908595282499258	0.472	-7.575	8.519	0.472	4.106	NA	1	1797500	1798500	protein_coding	+	info1199	info1199
Gene273	0.452546965522553	NA	3.319	-13.65	20.287	8.658	132.9318705	8.78442320361429	0.00303813614278858	5.071	-0.505	10.647	2.845	132.9318705	8.78442320361429	0.00303813614278858	0.341949971884851	10	10	25	0.004167	48_48.61	43.611	48.929	-5.318	39.5	49	-9.5	18	0.225109767232583	-5.567	-14.544	3.409	-5.567	4.58	NA	0.571896099887438	10	10	25	0.004167	48_48.61	72.833	47.601	25.233	79.5	46.5	33	12	0.0013412042561281	11.754	4.64	18.869	11.754	3.63	NA	1	408500	409500	protein_coding	+	info273	info273
Gene371	0.453261236847804	NA	2.044	-2.847	6.936	2.496	0	0.00619640133875513	0.937257545299001	2.044	-2.847	6.936	2.496	0	0.00619640133875513	0.937257545299001	0.570217004520506	10	10	35	0.005833	48_48.61	49.5	48.56	0.94	46	48	-2	16	0.57063448379054	1.874	-4.596	8.345	1.874	3.301	NA	0.339251934987555	10	9	34	0.005667	48_48.61	52.263	48.363	3.9	54	48	6	19	0.551812018009617	2.271	-5.202	9.745	2.271	3.813	NA	1	555500	556500	protein_coding	+	info371	info371
Gene1202	0.453911678881585	NA	-2.671	-9.619	4.277	3.545	0	0.606003417895798	0.436296574472204	-2.671	-9.619	4.277	3.545	0	0.606003417895798	0.436296574472204	1	10	9	16	0.002667	48_48.61	44.8	48.741	-3.941	52	48	4	10	0.946002870118368	0.357	-9.959	10.673	0.357	5.263	NA	0.151931602006057	10	6	14	0.002333	48_48.61	33.75	49.017	-15.267	35	48.5	-13.5	8	0.28048743135096	-5.186	-14.587	4.215	-5.186	4.796	NA	1	1802000	1803000	non_coding	-	info1202	info1202
Gene973	0.45433236330993	NA	4.369	-1.668	10.406	3.08	0	0.717600711723256	0.396932048647898	4.369	-1.668	10.406	3.08	0	0.717600711723256	0.396932048647898	0.903138640933792	10	8	35	0.005833	48_48.61	48.448	48.627	-0.179	46	48	-2	29	0.731643215695329	1.555	-7.323	10.433	1.555	4.53	NA	0.118258081695447	10	7	20	0.003333	48_48.61	60.364	48.163	12.201	65	47	18	11	0.107110970937785	6.788	-1.443	15.019	6.788	4.2	NA	1	1458500	1459500	protein_coding	+	info973	info973
Gene1092	0.455264882057305	NA	-0.098	-5.648	5.452	2.832	1.435497	1.0977569649855	0.29475888419279	-0.078	-5.372	5.216	2.701	1.435497	1.0977569649855	0.29475888419279	0.669026610223554	10	10	36	0.006	48_48.61	53	48.211	4.789	58	47	11	25	0.490941248193804	2.536	-4.671	9.743	2.536	3.677	NA	0.539528343210224	10	8	17	0.002833	48_48.61	35	48.935	-13.935	23	49	-26	7	0.430567916209425	-3.142	-10.945	4.66	-3.142	3.981	NA	1	1637000	1638000	non_coding	-	info1092	info1092
Gene346	0.455612803691166	NA	4.099	-1.326	9.523	2.768	0	0.0776672685401652	0.780483904499371	4.099	-1.326	9.523	2.768	0	0.0776672685401652	0.780483904499371	0.391596135386699	10	9	28	0.004667	48_48.61	51.682	48.367	3.315	48.5	48	0.5	22	0.280934789264092	5.195	-4.231	14.622	5.195	4.81	NA	0.795441091890408	10	10	32	0.005333	48_48.61	55.529	48.194	7.335	51	48	3	17	0.294255113275165	3.556	-3.077	10.188	3.556	3.384	NA	1	518000	519000	non_coding	-	info346	info346
Gene73	0.456421655298578	NA	0.123	-6.494	6.74	3.376	0	0.0613087025830585	0.804439312712138	0.123	-6.494	6.74	3.376	0	0.0613087025830585	0.804439312712138	0.925946597581656	10	10	29	0.004833	48_48.61	49.185	48.553	0.632	49	48	1	27	0.830006432484394	1.146	-9.311	11.604	1.146	5.335	NA	0.363072090407379	10	9	26	0.004333	48_48.61	50.722	48.475	2.247	58	47.5	10.5	18	0.897969510073077	-0.56	-9.106	7.987	-0.56	4.36	NA	1	108500	109500	protein_coding	+	info73	info73
Gene579	0.457902135526217	NA	2.081	-3.496	7.657	2.845	0	0.00868238049940052	0.925761125217789	2.081	-3.496	7.657	2.845	0	0.00868238049940052	0.925761125217789	0.403548617664349	10	10	34	0.005667	48_48.61	46.333	48.755	-2.422	33.5	48	-14.5	18	0.55744889221067	1.928	-4.507	8.364	1.928	3.283	NA	0.541556860002777	10	8	20	0.003333	48_48.61	54.706	48.244	6.462	49	47	2	17	0.656101972416501	2.541	-8.633	13.716	2.541	5.701	NA	1	867500	868500	protein_coding	+	info579	info579
Gene1176	0.457921179280511	NA	-2.091	-8.684	4.502	3.364	0	0.0101434899247946	0.919776787589612	-2.091	-8.684	4.502	3.364	0	0.0101434899247946	0.919776787589612	0.539152581878209	10	10	29	0.004833	48_48.61	43.889	48.911	-5.022	38.5	48	-9.5	18	0.563296754126916	-2.307	-10.121	5.508	-2.307	3.987	NA	0.314058979627665	10	6	19	0.003167	48_48.61	43.765	48.901	-5.136	48	48	0	17	0.803677452880465	-1.559	-13.84	10.722	-1.559	6.266	NA	1	1763000	1764000	non_coding	-	info1176	info1176
Gene1100	0.458103752739619	NA	-2.925	-9.129	3.279	3.165	0	0.017926708993966	0.893489035555973	-2.925	-9.129	3.279	3.165	0	0.017926708993966	0.893489035555973	0.239177069374472	10	8	36	0.006	48_48.61	43	49.165	-6.165	47	48	-1	27	0.42941642414202	-3.285	-11.422	4.852	-3.285	4.152	NA	0.629161822044096	10	7	25	0.004167	48_48.61	44.611	48.865	-4.254	39	48.5	-9.5	18	0.62026351244297	-2.426	-12.011	7.16	-2.426	4.891	NA	1	1649000	1650000	non_coding	-	info1100	info1100
Gene1278	0.45966747239686	NA	0.51	-3.678	4.699	2.137	0	0.0200100830168386	0.887508926954942	0.51	-3.678	4.699	2.137	0	0.0200100830168386	0.887508926954942	0.801622370141026	10	10	38	0.006333	48_48.61	51.909	48.349	3.56	51	47.5	3.5	22	0.959571825725475	0.165	-6.196	6.526	0.165	3.245	NA	0.184718219027953	10	10	48	0.008	48_48.61	52.621	48.181	4.44	54	46	8	29	0.785293816025648	0.775	-4.793	6.342	0.775	2.84	NA	1	1916000	1917000	non_coding	-	info1278	info1278
Gene1122	0.46005138018291	NA	-4.417	-10.157	1.324	2.929	0	0.204577892789854	0.651050803431656	-4.417	-10.157	1.324	2.929	0	0.204577892789854	0.651050803431656	0.553618232929187	10	10	23	0.003833	48_48.61	42.333	48.872	-6.538	34	48	-14	12	0.438001938436008	-3.149	-11.095	4.798	-3.149	4.054	NA	0.353978788810317	10	8	29	0.004833	48_48.61	38.389	49.262	-10.874	30	49	-19	18	0.171844787435744	-5.801	-14.103	2.5	-5.801	4.236	NA	1	1682000	1683000	non_coding	-	info1122	info1122
Gene214	0.460335009690298	NA	-4.466	-13.849	4.916	4.787	26.49208	2.24473949152226	0.134069485626277	-3.238	-8.939	2.462	2.908	26.49208	2.24473949152226	0.134069485626277	1	10	10	42	0.007	48_48.61	48.815	48.59	0.225	51	48	3	27	0.86863833806283	-0.565	-7.252	6.122	-0.565	3.412	NA	0.0830054674571162	10	5	22	0.003667	48_48.61	32.778	49.621	-16.843	35	49	-14	18	0.063958688350878	-10.34	-21.239	0.559	-10.34	5.561	NA	1	320000	321000	non_coding	-	info214	info214
Gene1152	0.462427428460494	NA	0.483	-10.966	11.933	5.842	37.668592	2.21149418725586	0.136985935275307	-0.128	-7.715	7.458	3.871	37.668592	2.21149418725586	0.136985935275307	0.374927696095826	10	6	16	0.002667	48_48.61	54.154	48.359	5.795	62	48	14	13	0.260994605838224	6.852	-5.073	18.776	6.852	6.084	NA	0.854522829923493	10	7	15	0.0025	48_48.61	42.125	48.788	-6.663	27.5	48	-20.5	8	0.33200246737352	-4.875	-14.708	4.958	-4.875	5.017	NA	1	1727000	1728000	non_coding	-	info1152	info1152
Gene368	0.462699874166096	NA	0.366	-4.625	5.358	2.547	0	0.205729626790687	0.650135269525143	0.366	-4.625	5.358	2.547	0	0.205729626790687	0.650135269525143	0.82478633573276	10	10	34	0.005667	48_48.61	50.6	48.389	2.211	53.5	47.5	6	30	0.647420977797307	2.119	-6.952	11.19	2.119	4.628	NA	0.126057834078242	10	9	48	0.008	48_48.61	44	49.047	-5.047	42.5	49	-6.5	26	0.89697771678189	-0.395	-6.373	5.582	-0.395	3.05	NA	1	551000	552000	non_coding	-	info368	info368
Gene1302	0.462752111896211	NA	-1.352	-6.37	3.667	2.56	0	1.26471478082011e-07	0.999716249686884	-1.352	-6.37	3.667	2.56	0	1.26471478082011e-07	0.999716249686884	0.404179623122135	10	10	53	0.008833	48_48.61	44.333	48.982	-4.649	44.5	48.5	-4	24	0.617360100476967	-1.352	-6.649	3.946	-1.352	2.703	NA	0.782876803611361	10	3	10	0.001667	48_48.61	45.5	48.695	-3.195	41	48	-7	8	0.866013084308567	-1.349	-17.012	14.313	-1.349	7.991	NA	1	1952000	1953000	non_coding	-	info1302	info1302
Gene530	0.462783853156407	NA	-2.891	-8.534	2.752	2.879	0	0.888286833440055	0.345941982360941	-2.891	-8.534	2.752	2.879	0	0.888286833440055	0.345941982360941	0.243430527806212	10	8	28	0.004667	48_48.61	36.211	49.448	-13.238	22	49	-27	19	0.170231297779394	-5.735	-13.91	2.441	-5.735	4.171	NA	1	10	8	32	0.005333	48_48.61	49.545	48.536	1.009	48	48	0	22	0.939509746633053	-0.302	-8.101	7.496	-0.302	3.979	NA	1	794000	795000	non_coding	-	info530	info530
Gene98	0.463221245120317	NA	-2.277	-14.924	10.37	6.453	66.995402	5.1101669041678	0.0237860318531775	-1.826	-7.4	3.748	2.844	66.995402	5.1101669041678	0.0237860318531775	0.413090935814538	10	10	34	0.005667	48_48.61	56.348	47.968	8.38	50	47	3	23	0.292625494873318	4.067	-3.494	11.629	4.067	3.858	NA	0.87421620822223	10	8	20	0.003333	48_48.61	27.778	49.254	-21.477	12	48	-36	9	0.0365590294696715	-8.84	-17.09	-0.59	-8.84	4.209	NA	1	146000	147000	non_coding	-	info98	info98
Gene426	0.464046424637187	NA	-0.235	-6.132	5.662	3.009	0	0.155271783297164	0.693547515205007	-0.235	-6.132	5.662	3.009	0	0.155271783297164	0.693547515205007	0.375087106590009	10	8	27	0.0045	48_48.61	46.389	48.752	-2.363	43.5	48	-4.5	18	0.733415457879173	-1.499	-10.119	7.12	-1.499	4.398	NA	0.361849210167939	10	7	41	0.006833	48_48.61	45.879	48.948	-3.069	39	48	-9	33	0.831699559884161	0.877	-7.207	8.962	0.877	4.125	NA	1	638000	639000	non_coding	-	info426	info426
Gene410	0.466328522103281	NA	-1.503	-5.839	2.832	2.212	0	0.901458547477603	0.342390921826765	-1.503	-5.839	2.832	2.212	0	0.901458547477603	0.342390921826765	0.635883395950209	10	9	29	0.004833	48_48.61	56.125	48.404	7.721	58	47.5	10.5	8	0.886039061549079	-0.361	-5.295	4.573	-0.361	2.518	NA	0.19666528748963	10	7	29	0.004833	48_48.61	44.591	48.928	-4.337	41	49	-8	22	0.247454733000289	-5.365	-14.439	3.709	-5.365	4.63	NA	1	614000	615000	non_coding	-	info410	info410
Gene505	0.466716276497547	NA	1.886	-9.982	13.753	6.055	46.5526795	2.66759081582534	0.102410941224083	3.149	-3.761	10.058	3.525	46.5526795	2.66759081582534	0.102410941224083	0.133741020404995	10	7	29	0.004833	48_48.61	59.05	47.864	11.186	68	46.5	21.5	20	0.0953436168716204	7.23	-1.239	15.699	7.23	4.321	NA	0.689400898983745	10	7	21	0.0035	48_48.61	44.105	48.915	-4.809	42	48	-6	19	0.415141544386554	-4.974	-16.922	6.973	-4.974	6.096	NA	1	756500	757500	protein_coding	+	info505	info505
Gene672	0.468312254547296	NA	1.731	-2.759	6.222	2.291	0	0.420892835085572	0.516491872830637	1.731	-2.759	6.222	2.291	0	0.420892835085572	0.516491872830637	0.608049520530721	10	8	34	0.005667	48_48.61	55.733	48.235	7.498	51	48	3	15	0.775162731373208	0.778	-4.557	6.113	0.778	2.722	NA	0.206445985150181	10	6	29	0.004833	48_48.61	59.944	47.887	12.058	63.5	47	16.5	18	0.340776602518043	4.049	-4.268	12.367	4.049	4.244	NA	1	1007000	1008000	non_coding	-	info672	info672
Gene549	0.468329308823427	NA	-0.249	-5.626	5.127	2.743	0	0.0269631084472275	0.869570181172955	-0.249	-5.626	5.127	2.743	0	0.0269631084472275	0.869570181172955	0.410818865454345	10	9	34	0.005667	48_48.61	41.739	49.181	-7.441	45	48	-3	23	0.978484693656801	0.093	-6.661	6.847	0.093	3.446	NA	0.629897001074662	10	10	29	0.004833	48_48.61	52.652	48.274	4.378	51	48	3	23	0.852719911957474	-0.842	-9.727	8.043	-0.842	4.533	NA	1	822500	823500	protein_coding	+	info549	info549
Gene234	0.469629387791278	NA	-3.256	-8.869	2.357	2.864	0	0.0298701215504371	0.862785253923358	-3.256	-8.869	2.357	2.864	0	0.0298701215504371	0.862785253923358	0.506083625895977	10	7	16	0.002667	48_48.61	49.5	48.579	0.921	39	48	-9	10	0.425154030424908	-3.954	-13.658	5.75	-3.954	4.951	NA	0.420264727185997	10	9	42	0.007	48_48.61	46.667	48.826	-2.159	42	49	-7	30	0.408745783640712	-2.905	-9.787	3.977	-2.905	3.511	NA	1	350000	351000	non_coding	-	info234	info234
Gene1318	0.470286757552519	NA	1.299	-5.642	8.239	3.541	13.471727	1.85569322877726	0.173122687417199	0.068	-3.868	4.003	2.008	13.471727	1.85569322877726	0.173122687417199	0.308666001539906	10	9	15	0.0025	48_48.61	65.444	48.089	17.355	69	48	21	9	0.205637755719275	6.559	-3.576	16.695	6.559	5.171	NA	0.333823177424108	10	10	46	0.007667	48_48.61	44.235	48.873	-4.637	42	48	-6	17	0.618742617835605	-1.085	-5.356	3.185	-1.085	2.179	NA	1	1976000	1977000	non_coding	-	info1318	info1318
Gene777	0.471089998573674	NA	3.609	-8.188	15.407	6.019	52.9283855	3.4106639905795	0.0647763772001335	0.956	-4.172	6.084	2.616	52.9283855	3.4106639905795	0.0647763772001335	0.0852601967565475	10	7	24	0.004	48_48.61	58.478	47.791	10.688	67	47	20	23	0.0698654542077924	10.829	-0.837	22.494	10.829	5.952	NA	0.8020570377768	10	10	53	0.008833	48_48.61	48.848	48.581	0.268	48	48	0	33	0.629004855281923	-1.409	-7.118	4.3	-1.409	2.913	NA	1	1164500	1165500	protein_coding	+	info777	info777
Gene1308	0.471343752405985	NA	1.638	-2.888	6.163	2.309	4.3483135	1.63238919789003	0.201372907158133	1.303	-2.08	4.685	1.726	4.3483135	1.63238919789003	0.201372907158133	0.571393705083936	10	10	43	0.007167	48_48.61	56.2	48.211	7.989	51	48	3	15	0.923354126120635	-0.201	-4.296	3.894	-0.201	2.089	NA	0.236747275422813	10	9	36	0.006	48_48.61	54.75	48.264	6.486	60	48	12	16	0.139738127087852	4.537	-1.468	10.543	4.537	3.064	NA	1	1961000	1962000	non_coding	-	info1308	info1308
Gene712	0.471441245176108	NA	5.306	-6.167	16.779	5.854	48.84504	3.45976528283727	0.0628792401818348	6.035	-0.046	12.115	3.102	48.84504	3.45976528283727	0.0628792401818348	0.443681726980847	10	10	33	0.0055	48_48.61	49.138	48.554	0.584	46	48	-2	29	0.860267892643184	-0.851	-10.317	8.615	-0.851	4.83	NA	0.58306156805	10	10	47	0.007833	48_48.61	59	46.965	12.035	56	45	11	41	0.00764770097191864	10.871	2.938	18.804	10.871	4.048	NA	1	1067000	1068000	non_coding	-	info712	info712
Gene233	0.471851022662037	NA	-1.07	-5.369	3.23	2.194	0	0.597087367086643	0.439691490314206	-1.07	-5.369	3.23	2.194	0	0.597087367086643	0.439691490314206	0.494553751098194	10	10	26	0.004333	48_48.61	46.9	48.669	-1.769	45	48	-3	10	0.377222423241963	-2.66	-8.556	3.235	-2.66	3.008	NA	0.543381884381016	10	9	33	0.0055	48_48.61	45.067	48.796	-3.73	51	48	3	15	0.818308075023067	0.737	-5.547	7.022	0.737	3.206	NA	1	348500	349500	protein_coding	+	info233	info233
Gene1048	0.471942868391328	NA	3.434	-2.143	9.011	2.845	0	0.352894482148796	0.552479189532202	3.434	-2.143	9.011	2.845	0	0.352894482148796	0.552479189532202	0.197192837262294	10	6	19	0.003167	48_48.61	54.714	48.311	6.403	54.5	48	6.5	14	0.260198134060991	6.271	-4.624	17.165	6.271	5.559	NA	0.752763417980535	10	10	44	0.007333	48_48.61	45.531	48.978	-3.446	40.5	48	-7.5	32	0.464217178724474	2.427	-4.064	8.918	2.427	3.312	NA	1	1571000	1572000	non_coding	-	info1048	info1048
Gene872	0.47205835254263	NA	2.366	-3.54	8.272	3.013	0	0.993989734330293	0.318769199771141	2.366	-3.54	8.272	3.013	0	0.993989734330293	0.318769199771141	1	10	9	35	0.005833	48_48.61	46.72	48.782	-2.062	49	48	1	25	0.999192636690273	-0.004	-7.526	7.518	-0.004	3.838	NA	0.121596515292723	10	7	22	0.003667	48_48.61	58.429	48.129	10.299	68	48	20	14	0.205454030272258	6.174	-3.362	15.71	6.174	4.865	NA	1	1307000	1308000	non_coding	-	info872	info872
Gene766	0.473535825178126	NA	-0.659	-6.724	5.406	3.095	0	0.338724633677498	0.560566314182716	-0.659	-6.724	5.406	3.095	0	0.338724633677498	0.560566314182716	0.604106012744652	10	7	33	0.0055	48_48.61	49.545	48.536	1.009	51	47.5	3.5	22	0.588167641253072	-2.22	-10.247	5.807	-2.22	4.095	NA	0.306170215663536	10	10	23	0.003833	48_48.61	44.647	48.848	-4.201	36	49	-13	17	0.764231067661208	1.419	-7.843	10.68	1.419	4.725	NA	1	1148000	1149000	non_coding	-	info766	info766
Gene1011	0.474055561273632	NA	3.04	-5.606	11.686	4.411	30.176222	4.45011380341207	0.034898920992095	3.213	-0.881	7.306	2.089	30.176222	4.45011380341207	0.034898920992095	0.398191935883659	10	10	28	0.004667	48_48.61	51.4	48.514	2.886	53	48	5	10	0.639461540873103	-1.421	-7.363	4.52	-1.421	3.031	NA	0.428387910866974	10	10	43	0.007167	48_48.61	64.15	47.5	16.65	62.5	46.5	16	20	0.010708905991883	7.402	1.754	13.05	7.402	2.882	NA	1	1515500	1516500	protein_coding	+	info1011	info1011
