SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP
Gene879	0.0137007487947069	10	7	17	11	ER	0.000225003149588306
Gene880	0.0158377044982701	10	7	19	13	ER	1.89643757422858e-05
Gene881	0.289356021320195	10	10	29	17	ER.A	-1
Gene882	0.443502272180428	10	8	15	7	ER	0.00146598152174197
Gene883	0.75192022882721	10	8	19	17	ER	6.81020363116428e-07
Gene884	0.592600476009861	10	10	29	16	ER.A	-1
Gene885	0.115432908582426	10	7	10	8	ER	0.000705757784995473
Gene886	0.444279989869751	10	7	14	7	ER	0.00295654949312193
Gene887	0.15449297275305	10	10	23	13	ER.A	-1
Gene888	0.521751106296404	10	10	28	22	ER.A	-1
Gene889	0.17332074185262	10	5	11	3	ER	0.0516505271578194
Gene890	0.363327258187275	10	9	29	10	ER.A	-1
Gene891	0.169037174123412	10	7	14	8	ER	0.0014167137119626
Gene892	0.141622042495747	10	9	25	13	ER.A	-1
Gene893	0.729340047678759	10	9	19	9	ER	0.000311434254013408
Gene894	0.22748197560901	10	10	30	12	ER.A	-1
Gene895	0.892981563297219	10	10	21	15	ER.A	-1
Gene896	0.505571989889781	10	9	23	15	ER.A	-1
Gene897	0.7828261292793	10	8	21	12	ER.A	-1
Gene898	0.618636798975645	10	10	22	15	ER.A	-1
Gene899	0.515827724651694	10	6	11	9	ER	0.000559212329662775
Gene900	0.936418954641377	10	3	12	12	ER	2.23329723422774e-05
Gene901	0.378758874525967	10	6	11	6	ER	0.00525819979438902
Gene902	0.0492305119743756	10	7	23	21	ER.A	-1
Gene903	0.264750161130426	10	10	24	17	ER.A	-1
Gene904	0.216405573055354	10	5	5	1	ER	0.216405573055354
Gene905	0.392165417352999	10	9	26	12	ER.A	-1
Gene906	0.733188922872015	10	7	16	12	ER	4.3442556934161e-05
Gene907	0.242978775000975	10	3	5	4	ER	0.0126922533261575
Gene908	0.602127613652968	10	10	26	21	ER.A	-1
Gene909	0.0855038299809044	10	10	22	9	ER.A	-1
Gene910	0.281633658832296	10	9	24	18	ER.A	-1
Gene911	0.572258104019924	10	10	32	22	ER.A	-1
Gene912	0.462438393889208	10	7	19	15	ER	7.51336569009858e-06
Gene913	0.780553137042479	10	9	27	21	ER.A	-1
Gene914	0.735939365886325	10	8	26	9	ER.A	-1
Gene915	0.969536003021114	10	8	15	10	ER	0.00031259124576836
Gene916	0.558704969180797	10	8	23	6	ER.A	-1
Gene917	0.600944310415351	10	7	14	5	ER	0.0115094443473225
Gene918	0.718583443641701	10	9	31	8	ER.A	-1
Gene919	0.815757891662722	10	10	26	18	ER.A	-1
Gene920	0.753832086165206	10	10	26	22	ER.A	-1
Gene921	0.146848845729613	10	9	21	18	ER.A	-1
Gene922	0.426404527623151	10	8	28	15	ER.A	-1
Gene923	0.823570521653309	10	10	28	20	ER.A	-1
Gene924	0.359614021421383	10	7	12	5	ER	0.014260121563476
Gene925	0.797053004327517	10	8	21	18	ER.A	-1
Gene926	0.553710125599889	10	10	31	17	ER.A	-1
Gene927	0.262773814502735	10	9	26	12	ER.A	-1
Gene928	0.549804250962946	10	7	20	12	ER	6.16673094696765e-05
Gene929	0.767285496934556	10	8	16	12	ER	5.36325409208321e-05
Gene930	0.2537353673066	10	8	26	15	ER.A	-1
Gene931	0.252078957354173	10	9	18	13	ER	1.16754660148505e-05
Gene932	0.985570580529629	10	8	21	17	ER.A	-1
Gene933	0.698551081493623	10	10	35	19	ER.A	-1
Gene934	0.553848104884764	10	6	17	10	ER	0.000256947614796028
Gene935	0.767473275876152	10	7	21	14	ER.A	-1
Gene936	0.693332651437529	10	8	25	16	ER.A	-1
Gene937	0.0513483313711004	10	7	20	15	ER	3.95214368404793e-06
Gene938	0.138605958374069	10	10	28	22	ER.A	-1
Gene939	0.447374544434862	10	10	26	20	ER.A	-1
Gene940	0.892879421181435	10	10	25	17	ER.A	-1
Gene941	0.151955654401885	10	10	24	16	ER.A	-1
Gene942	0.983433008904572	10	10	26	12	ER.A	-1
Gene943	0.27666101266478	10	9	27	19	ER.A	-1
Gene944	0.598183373815487	10	9	26	19	ER.A	-1
Gene945	0.0833052048060522	10	10	18	11	ER	0.000146081869876197
Gene946	0.126334771998235	10	8	16	11	ER	4.88481478172493e-05
Gene947	0.133090830627202	10	7	18	11	ER	5.73906080398832e-05
Gene948	0.75778600762057	10	10	27	6	ER.A	-1
Gene949	0.465327220752497	10	8	21	14	ER.A	-1
Gene950	0.476012183300959	10	10	26	15	ER.A	-1
Gene951	0.251854698249741	10	10	20	17	ER	7.68726296371018e-07
Gene952	0.207688269605664	10	6	13	8	ER	0.000803465645779411
Gene953	0.349244554773613	10	9	15	5	ER	0.0098786613251634
Gene954	0.851307250387577	10	7	19	14	ER	5.5951783659666e-06
Gene955	0.49836825015967	10	10	35	13	ER.A	-1
Gene956	0.195146873627879	10	5	14	5	ER	0.00910790954282333
Gene957	0.499173757870284	10	8	21	12	ER.A	-1
Gene958	0.0292860870061651	10	10	26	17	ER.A	-1
Gene959	0.227728846794175	10	9	20	16	ER	1.70302234998593e-06
Gene960	0.837249349024709	10	10	23	17	ER.A	-1
Gene961	0.73281255306002	10	8	22	14	ER.A	-1
Gene962	0.453828054959019	10	7	19	11	ER	9.14384486833444e-05
Gene963	0.0944092246269767	10	8	12	10	ER	0.000297236653616822
Gene964	0.845930512755489	10	8	19	10	ER	0.000219378980780878
Gene965	0.926134220665318	10	6	17	16	ER	1.09162003933203e-06
Gene966	0.207512049990682	10	10	29	16	ER.A	-1
Gene967	0.324952631953673	10	8	21	13	ER.A	-1
Gene968	0.985126399480432	10	6	16	11	ER	0.000142118212915803
Gene969	0.217204111864078	10	10	34	18	ER.A	-1
Gene970	0.0190792663895465	10	7	13	10	ER	0.000357549464964947
Gene971	0.789419557722336	10	7	15	10	ER	0.000185642024575366
Gene972	0.538367300539438	10	3	3	2	ER	0.0784498335004997
Gene973	0.811917112607324	10	7	16	8	ER	0.000974657288474303
Gene974	0.869510247068295	10	10	33	7	ER.A	-1
Gene975	0.132432558077818	10	8	16	13	ER	9.49636924277194e-06
Gene976	0.358360879248661	10	10	25	14	ER.A	-1
Gene977	0.119261868402965	10	10	23	12	ER.A	-1
Gene978	0.759685604356333	10	10	35	19	ER.A	-1
Gene979	0.32594610114982	10	8	15	10	ER	0.000219034606781498
Gene980	0.747204877085707	10	8	19	10	ER	0.000250359583966659
Gene981	0.0717411499515521	10	8	23	12	ER.A	-1
Gene982	0.497549894310385	10	10	14	5	ER	0.0118796100865944
Gene983	0.528228993735291	10	7	13	7	ER	0.00151780746219727
Gene984	0.064682854544878	10	6	16	5	ER	0.0105540941523515
Gene985	0.272843758654854	10	10	34	13	ER.A	-1
Gene986	0.454741526686712	10	6	9	7	ER	0.00171176943954138
Gene987	0.902896149252173	10	7	19	14	ER	9.77462765173782e-06
Gene988	0.109138571562759	10	9	23	15	ER.A	-1
Gene989	0.311667218134028	10	8	20	11	ER	4.01982198225684e-05
Gene990	0.147128311074806	10	9	21	12	ER.A	-1
Gene991	0.343022664051969	10	8	18	13	ER	3.14741110424879e-05
Gene992	0.9361059214442	10	6	15	10	ER	0.000109905939563779
Gene993	0.153195096397021	10	9	25	16	ER.A	-1
Gene994	0.376647453826437	10	7	18	14	ER	5.80341492281449e-06
Gene995	0.61429400647983	10	6	19	15	ER	3.67523327311099e-06
Gene996	0.351253453307616	10	9	27	24	ER.A	-1
Gene997	0.413918866525274	10	10	22	16	ER.A	-1
Gene998	0.718573801175314	10	9	14	9	ER	0.00065845496494968
Gene999	0.344311388425531	10	5	15	9	ER	0.000452413279901454
Gene1000	0.465077879356055	10	6	11	7	ER	0.00145056490474835
Gene1001	0.700119746651543	10	9	23	15	ER.A	-1
Gene1002	0.236591143227764	10	8	24	15	ER.A	-1
Gene1003	0.525703438605416	10	8	17	8	ER	0.000733859174271738
Gene1004	0.750781388641514	10	10	26	19	ER.A	-1
Gene1005	0.256180636866901	10	7	20	17	ER	1.17110898815698e-06
Gene1006	0.072178044924337	10	7	11	8	ER	0.00100470760325591
Gene1007	0.544306985416158	10	6	9	8	ER	0.0017511411969629
Gene1008	0.293766347923573	10	9	19	10	ER	0.000238552264173453
Gene1009	0.408377117856932	10	6	8	5	ER	0.00754158735393535
Gene1010	0.928384979876412	10	5	13	10	ER	0.000140983858213506
Gene1011	0.831017029210305	10	10	27	13	ER.A	-1
Gene1012	0.316017696151662	10	10	10	2	ER	0.0991408670514937
Gene1013	0.0676298890681955	10	10	14	9	ER	0.000776157165073339
Gene1014	0.665386286383024	10	10	34	14	ER.A	-1
Gene1015	0.0692107312316255	10	9	19	13	ER	1.65473243786724e-05
Gene1016	0.367072306522719	10	9	23	14	ER.A	-1
Gene1017	0.721140678668182	10	9	22	10	ER.A	-1
Gene1018	0.954876639991444	10	5	18	13	ER	2.31213040789102e-05
Gene1019	0.880282732217806	10	8	22	16	ER.A	-1
Gene1020	0.755801060313399	10	9	24	15	ER.A	-1
Gene1021	0.752420912628003	10	4	11	11	ER	9.75332469256433e-05
Gene1022	0.0779867904147392	10	9	22	11	ER.A	-1
Gene1023	0.118390960422544	10	10	18	11	ER	9.14965046276556e-05
Gene1024	0.673832158790332	10	9	20	16	ER	2.11713939309701e-06
Gene1025	0.60172919859148	10	6	12	9	ER	0.000798297541213224
Gene1026	0.802670850898508	10	5	18	15	ER	5.64439499159234e-06
Gene1027	0.607972652860431	10	7	19	8	ER	0.000738475093018874
Gene1028	0.754133854707692	10	10	24	9	ER.A	-1
Gene1029	0.787136537334526	10	8	29	21	ER.A	-1
Gene1030	0.116660929848113	10	9	20	17	ER	3.30494074826331e-07
Gene1031	0.0485252013799559	10	9	22	12	ER.A	-1
Gene1032	0.544597355960295	10	10	22	16	ER.A	-1
Gene1033	0.263393876835984	10	10	24	19	ER.A	-1
Gene1034	0.550302750969652	10	9	30	16	ER.A	-1
Gene1035	0.688524069402757	10	10	20	14	ER	3.60486866801211e-06
Gene1036	0.903712589031577	10	7	18	10	ER	0.000203314579773692
Gene1037	0.721014470368314	10	4	9	9	ER	0.000283819951582124
Gene1038	0.649774989902141	10	10	36	25	ER.A	-1
Gene1039	0.934360973421194	10	4	11	7	ER	0.00289028178165675
Gene1040	0.517764751560332	10	10	33	18	ER.A	-1
Gene1041	0.466436958076028	10	10	19	12	ER	5.28768865216358e-05
Gene1042	0.176850526558192	10	9	15	9	ER	0.000505069098601031
Gene1043	0.585947271327442	10	7	22	21	ER.A	-1
Gene1044	0.351972223700498	10	8	25	13	ER.A	-1
Gene1045	0.24151080576067	10	9	28	13	ER.A	-1
Gene1046	0.553232259109111	10	10	25	17	ER.A	-1
Gene1047	0.924738905463282	10	8	25	17	ER.A	-1
Gene1048	0.0312702233595521	10	10	28	20	ER.A	-1
Gene1049	0.312701755177309	10	10	24	17	ER.A	-1
Gene1050	0.929696891504629	10	7	15	11	ER	0.000105705533307469
Gene1051	0.804187124206819	10	8	18	13	ER	1.61776495979047e-05
Gene1052	0.878835943323198	10	7	19	12	ER	4.61473061115389e-05
Gene1053	0.416164656541746	10	10	31	11	ER.A	-1
Gene1054	0.648379680086895	10	3	8	8	ER	0.0013018265398723
Gene1055	0.938412986413556	10	5	14	13	ER	3.31544940358234e-05
Gene1056	0.694133549075989	10	7	14	10	ER	0.000122542918574501
Gene1057	0.805098165731411	10	10	21	11	ER.A	-1
Gene1058	0.966958591442162	10	10	23	14	ER.A	-1
Gene1059	0.436622462657182	10	10	18	12	ER	2.58854589733914e-05
Gene1060	0.339237278664896	10	7	13	8	ER	0.000613464171419623
Gene1061	0.745858831363679	10	8	21	15	ER.A	-1
Gene1062	0.929996617462445	10	9	19	12	ER	2.5846650236331e-05
Gene1063	0.388875531981757	10	10	27	14	ER.A	-1
Gene1064	0.762721883809997	10	9	21	13	ER.A	-1
Gene1065	0.266240978288107	10	10	25	20	ER.A	-1
Gene1066	0.582336556913313	10	8	17	12	ER	1.97894615608703e-05
Gene1067	0.433369148916447	10	10	25	14	ER.A	-1
Gene1068	0.891680816540936	10	7	18	12	ER	4.51893432317074e-05
Gene1069	0.57881498844633	10	5	16	12	ER	1.99477255855935e-05
Gene1070	0.155723425623045	10	10	32	13	ER.A	-1
Gene1071	0.823584997279249	10	8	16	15	ER	2.28726880775954e-06
Gene1072	0.602829435535959	10	9	19	11	ER	0.000129054072532058
Gene1073	0.643860570976465	10	8	24	15	ER.A	-1
Gene1074	0.841559178454445	10	9	22	19	ER.A	-1
Gene1075	0.560200543543974	10	7	25	18	ER.A	-1
Gene1076	0.982763331298259	10	10	23	7	ER.A	-1
Gene1077	0.961609839495887	10	7	13	13	ER	2.28018714516323e-05
Gene1078	0.457685393895619	10	7	23	10	ER.A	-1
Gene1079	0.413852608157589	10	7	18	12	ER	5.75540143625957e-05
Gene1080	0.307964782659154	10	8	21	11	ER.A	-1
Gene1081	0.462547854564153	10	9	16	13	ER	2.02492846495711e-05
Gene1082	0.545553446714846	10	8	15	10	ER	0.000222366031169857
Gene1083	0.710130262768156	10	10	28	15	ER.A	-1
Gene1084	0.537561200412801	10	10	28	15	ER.A	-1
Gene1085	0.122563973491235	10	10	27	19	ER.A	-1
Gene1086	0.92703271602984	10	8	18	14	ER	1.14396721599091e-05
Gene1087	0.523741676958102	10	7	17	13	ER	1.19148839996349e-05
Gene1088	0.424402409450448	10	6	18	10	ER	0.000549613035900996
Gene1089	0.995905213476636	10	10	25	13	ER.A	-1
Gene1090	0.839509504555739	10	10	28	15	ER.A	-1
Gene1091	0.55208117185275	10	8	18	11	ER	0.00020213641306119
Gene1092	0.532134220533799	10	8	13	5	ER	0.0124447064331956
Gene1093	0.768892784191222	10	7	14	11	ER	0.000151693846803949
Gene1094	0.452541785011427	10	10	29	18	ER.A	-1
Gene1095	0.0423485611648373	10	9	29	15	ER.A	-1
Gene1096	0.744560370919914	10	7	18	12	ER	3.36063794840927e-05
Gene1097	0.209175432386987	10	9	33	15	ER.A	-1
Gene1098	0.441909697642396	10	6	17	13	ER	1.28390246429717e-05
Gene1099	0.257370221119934	10	10	35	18	ER.A	-1
Gene1100	0.700357609813922	10	7	18	13	ER	2.73141190840894e-05
Gene1101	0.389260945403464	10	9	23	17	ER.A	-1
Gene1102	0.153152506019577	10	6	19	11	ER	7.08856184343526e-05
Gene1103	0.0952948813001694	10	8	24	13	ER.A	-1
Gene1104	0.711136662800112	10	9	19	18	ER	3.92472240113035e-07
Gene1105	0.941860145405427	10	9	20	15	ER	2.68869699125699e-06
Gene1106	0.475502573803759	10	9	20	14	ER	6.71724826102139e-06
Gene1107	0.652174970340795	10	7	13	8	ER	0.000537031430754674
Gene1108	0.898372862673059	10	9	26	16	ER.A	-1
Gene1109	0.877709316060053	10	8	20	13	ER	8.5999830681011e-06
Gene1110	0.425775237030927	10	8	15	4	ER	0.0162259617617597
Gene1111	0.835272372967234	10	8	14	8	ER	0.00142163583550197
Gene1112	0.900111842285151	10	7	18	11	ER	0.000162431187686669
Gene1113	0.556442470857664	10	8	17	13	ER	1.45999274529735e-05
Gene1114	0.353808126484817	10	9	25	20	ER.A	-1
Gene1115	0.480113317919617	10	7	17	12	ER	3.13950461440985e-05
Gene1116	0.957308928112532	10	8	20	16	ER	1.02824860738974e-06
Gene1117	0.555442055056079	10	9	15	8	ER	0.000679664670610071
Gene1118	0.653218612897839	10	8	19	13	ER	1.62469534449775e-05
Gene1119	0.433925246859513	10	6	20	13	ER	1.10287877227909e-05
Gene1120	0.20532329357986	10	3	8	8	ER	0.000597535066445365
Gene1121	0.544643502375632	10	9	19	12	ER	4.75642615545581e-05
Gene1122	0.938163984495231	10	8	19	12	ER	4.6694939082884e-05
Gene1123	0.0456122059184657	10	7	17	10	ER	0.000188453044218906
Gene1124	0.181672222396656	10	7	15	8	ER	0.000787358407471461
Gene1125	0.37940908406697	10	10	28	10	ER.A	-1
Gene1126	0.963316344521586	10	9	27	18	ER.A	-1
Gene1127	0.778136720846081	10	7	19	14	ER	1.63571723148582e-05
Gene1128	0.499282191869672	10	8	21	14	ER.A	-1
Gene1129	0.940543595594888	10	8	21	15	ER.A	-1
Gene1130	0.854562096236475	10	7	13	7	ER	0.00374555967933047
Gene1131	0.00475763304951096	10	10	24	19	ER.A	-1
Gene1132	0.0777367949604555	10	10	28	19	ER.A	-1
Gene1133	1	10	0	0	0	NA	1
Gene1134	0.0172117353646153	10	10	21	15	ER.A	-1
Gene1135	0.705525514251124	10	9	28	13	ER.A	-1
Gene1136	0.316603445975703	10	9	14	10	ER	0.000157728799082991
Gene1137	0.153465639112195	10	4	10	10	ER	0.000135324807903544
Gene1138	0.52130026558267	10	7	23	14	ER.A	-1
Gene1139	0.216327668810756	10	7	17	12	ER	6.86512528254698e-05
Gene1140	0.346327689188753	10	10	13	5	ER	0.0116813827076185
Gene1141	0.349146547610306	10	5	12	5	ER	0.00661995069451629
Gene1142	0.30529425507171	10	8	25	15	ER.A	-1
Gene1143	0.250557008445029	10	6	10	5	ER	0.0110154695455608
Gene1144	0.0464085221577699	10	9	26	18	ER.A	-1
Gene1145	0.180281673450612	10	9	26	15	ER.A	-1
Gene1146	0.856361727989066	10	6	12	10	ER	9.85446529350273e-05
Gene1147	0.0344205046077989	10	7	18	12	ER	4.41020079496433e-05
Gene1148	0.180342092790163	10	5	16	13	ER	1.10664350032921e-05
Gene1149	0.302490951681897	10	6	18	12	ER	7.48606747656572e-05
Gene1150	0.757485869386095	10	10	23	12	ER.A	-1
Gene1151	0.58286690089664	10	8	11	6	ER	0.00314664146226502
Gene1152	0.26083272069854	10	7	11	6	ER	0.00846236521844439
Gene1153	0.828720939520269	10	10	28	19	ER.A	-1
Gene1154	0.875127616694368	10	10	40	19	ER.A	-1
Gene1155	0.227149654861014	10	7	20	16	ER	3.72267007710436e-06
Gene1156	0.633351871075364	10	10	21	13	ER.A	-1
Gene1157	0.372189021221442	10	8	25	17	ER.A	-1
Gene1158	0.440171692901028	10	10	35	13	ER.A	-1
Gene1159	0.731132636964494	10	6	12	9	ER	0.000539013935198018
Gene1160	0.344704473234963	10	5	11	9	ER	0.000281231305499567
Gene1161	0.0183041908387709	10	4	9	7	ER	0.00307021258382287
Gene1162	0.0313813687201787	10	9	16	7	ER	0.00225566770117005
Gene1163	0.439822488850204	10	10	23	14	ER.A	-1
Gene1164	0.170132583014058	10	8	23	13	ER.A	-1
Gene1165	0.709842434998453	10	9	22	10	ER.A	-1
Gene1166	0.89878614437431	10	10	18	9	ER	0.000687198950708459
Gene1167	0.754310314333525	10	10	23	10	ER.A	-1
Gene1168	0.953630242198794	10	10	30	25	ER.A	-1
Gene1169	0.403172061986203	10	8	19	15	ER	8.07802436630949e-06
Gene1170	0.499874813692753	10	10	19	13	ER	1.07666029051857e-05
Gene1171	0.247609008708543	10	7	15	10	ER	0.000268204199308467
Gene1172	0.040182695132584	10	7	14	13	ER	1.77871285015769e-05
Gene1173	0.25335839620299	10	8	17	10	ER	0.000203959639084795
Gene1174	0.67879630559199	10	9	21	11	ER.A	-1
Gene1175	0.203069624688805	10	9	12	6	ER	0.00372008826206858
Gene1176	0.684597599379973	10	6	11	10	ER	0.000197377092101033
Gene1177	0.742716460065016	10	9	18	11	ER	0.000124303738819111
Gene1178	0.435871521985118	10	10	27	17	ER.A	-1
Gene1179	0.747032207698963	10	8	21	9	ER.A	-1
Gene1180	0.0870535267844521	10	6	14	8	ER	0.000849885325258931
Gene1181	0.991332839510058	10	9	32	10	ER.A	-1
Gene1182	0.822551312412807	10	5	11	8	ER	0.00107537237466554
Gene1183	0.890446260857291	10	9	17	12	ER	6.21544488617605e-05
Gene1184	0.671048192834891	10	8	22	16	ER.A	-1
Gene1185	0.403054103228087	10	7	21	14	ER.A	-1
Gene1186	0.0188017272535477	10	10	30	20	ER.A	-1
Gene1187	0.833971540978535	10	7	11	5	ER	0.0118216867047424
Gene1188	0.35680820510308	10	9	16	10	ER	0.000230472287026125
Gene1189	0.504020144067834	10	10	24	21	ER.A	-1
Gene1190	0.700009464485585	10	5	12	8	ER	0.0011788204014442
Gene1191	0.216362921508783	10	9	18	12	ER	8.76824066082229e-05
Gene1192	0.0794307817358676	10	10	31	23	ER.A	-1
Gene1193	0.628920964558038	10	6	15	14	ER	1.01576818260088e-05
Gene1194	0.309900439395967	10	8	21	11	ER.A	-1
Gene1195	0.193666375369465	10	9	13	6	ER	0.0034525631783161
Gene1196	0.776615784645429	10	7	12	7	ER	0.00233168961389877
Gene1197	0.116438250004117	10	8	12	10	ER	0.000304372884973467
Gene1198	0.242601795617076	10	10	26	14	ER.A	-1
Gene1199	0.987793748608472	10	8	19	13	ER	1.86133063157784e-05
Gene1200	0.348685603738972	10	9	14	7	ER	0.00201940143839822
Gene1201	0.479732179898759	10	2	8	4	ER	0.020663491420748
Gene1202	0.940334839722298	10	6	12	6	ER	0.00506239209682061
Gene1203	0.736605101361239	10	5	8	7	ER	0.00208445367273636
Gene1204	0.551943157570687	10	4	13	9	ER	0.000717544228877726
Gene1205	0.152441087710128	10	7	16	8	ER	0.00104534438998529
Gene1206	0.382959592554427	10	3	11	7	ER	0.0024631779288992
Gene1207	0.420539328557647	10	1	3	3	ER	0.0423768258527509
Gene1208	0.726554342549887	10	8	14	10	ER	0.000331930136058237
Gene1209	0.871548161421511	10	8	17	14	ER	1.27226799254493e-05
Gene1210	0.589233309987319	10	9	27	12	ER.A	-1
Gene1211	0.406918739631389	10	7	20	11	ER	0.000156666528598714
Gene1212	0.716474233562601	10	8	15	14	ER	1.10043768831545e-05
Gene1213	0.528003234166589	10	7	22	16	ER.A	-1
Gene1214	0.243949127249176	10	9	18	6	ER	0.00263529250641109
Gene1215	0.818089824129328	10	6	16	10	ER	6.54900244152051e-05
Gene1216	0.236368265191134	10	7	13	9	ER	0.000603068143181653
Gene1217	0.292571984313281	10	7	15	11	ER	4.70304325009246e-05
Gene1218	0.62462817257425	10	10	19	15	ER	9.47271536349378e-07
Gene1219	0.717154172793273	10	4	10	6	ER	0.00396726661104006
Gene1220	0.917950709218533	10	6	18	11	ER	6.90743512527786e-05
Gene1221	0.466207993453948	10	10	20	6	ER	0.00430976915574581
Gene1222	0.957993598037227	10	10	25	12	ER.A	-1
Gene1223	0.836156986225176	10	10	39	16	ER.A	-1
Gene1224	0.212455219699629	10	10	26	9	ER.A	-1
Gene1225	0.733518629583784	10	8	19	9	ER	0.000217585134403059
Gene1226	0.376393584108306	10	9	26	18	ER.A	-1
Gene1227	0.24186417923452	10	9	19	14	ER	1.91346135735411e-05
Gene1228	0.44031170790062	10	10	31	17	ER.A	-1
Gene1229	0.348735079870578	10	10	25	9	ER.A	-1
Gene1230	0.796546309627884	10	10	30	26	ER.A	-1
Gene1231	0.40445627868818	10	10	20	12	ER	5.1869184823298e-05
Gene1232	0.725232292248234	10	10	26	13	ER.A	-1
Gene1233	0.336769207321333	10	8	21	16	ER.A	-1
Gene1234	0.855907304900941	10	10	33	13	ER.A	-1
Gene1235	0.0219366244950678	10	6	11	8	ER	0.00088731843266322
Gene1236	0.385801728564964	10	5	11	8	ER	0.00122826304027868
Gene1237	0.476311339031237	10	7	14	10	ER	0.000160523964617666
Gene1238	0.70636007848383	10	8	19	16	ER	1.28880262023749e-06
Gene1239	0.755651712956059	10	10	29	18	ER.A	-1
Gene1240	0.161592054301801	10	9	20	16	ER	1.32625828026413e-06
Gene1241	0.505669586628535	10	10	28	16	ER.A	-1
Gene1242	0.819002788789497	10	10	33	25	ER.A	-1
Gene1243	0.447349640033098	10	5	11	9	ER	0.000198934516297488
Gene1244	0.471156879829501	10	10	12	7	ER	0.00379962688983348
Gene1245	0.359638468684722	10	10	24	17	ER.A	-1
Gene1246	0.587538895652837	10	5	15	12	ER	3.1175279908386e-05
Gene1247	0.365175484516141	10	9	30	18	ER.A	-1
Gene1248	0.6817257628307	10	8	19	13	ER	1.05212145094452e-05
Gene1249	0.523984082054423	10	9	19	18	ER	5.1202874008792e-07
Gene1250	0.0854350491310547	10	8	26	14	ER.A	-1
Gene1251	0.734944482996173	10	9	13	9	ER	0.000340608853784971
Gene1252	0.584509640367647	10	9	16	12	ER	5.44949381885507e-05
Gene1253	0.586190143198553	10	9	19	17	ER	7.60852022602265e-07
Gene1254	0.41130170941019	10	6	16	15	ER	1.87922053313143e-06
Gene1255	0.920791131167444	10	10	27	17	ER.A	-1
Gene1256	0.830592707644846	10	7	11	8	ER	0.0012518179846448
Gene1257	0.958425005909242	10	10	14	8	ER	0.000801613335810384
Gene1258	0.100985017290292	10	10	28	20	ER.A	-1
Gene1259	0.6897652600926	10	10	19	8	ER	0.000498612902814134
Gene1260	0.361099039104913	10	10	15	11	ER	6.22032510554147e-05
Gene1261	0.636855874098078	10	8	17	14	ER	1.58760166367394e-05
Gene1262	0.943470169754974	10	6	16	11	ER	5.93572568466701e-05
Gene1263	0.728630945787336	10	9	23	19	ER.A	-1
Gene1264	0.881659734446423	10	10	30	20	ER.A	-1
Gene1265	0.1514703131765	10	10	30	18	ER.A	-1
Gene1266	0.479099700800444	10	7	13	12	ER	4.79310260817966e-05
Gene1267	0.790583130303807	10	5	11	7	ER	0.00319919317770643
Gene1268	0.400101617372536	10	6	9	5	ER	0.00753242644094987
Gene1269	0.453502209154716	10	8	15	9	ER	0.000250045205674142
Gene1270	0.845474382603935	10	8	18	14	ER	1.13770081975331e-05
Gene1271	0.801392603253011	10	5	12	8	ER	0.000727851811574362
Gene1272	0.646461358801229	10	8	8	4	ER	0.0291317980320358
Gene1273	0.350222936643499	10	8	11	5	ER	0.00740728220690358
Gene1274	0.910475339515041	10	6	13	10	ER	0.000164368598519414
Gene1275	0.546739604195201	10	10	22	15	ER.A	-1
Gene1276	0.971556807008851	10	10	31	22	ER.A	-1
Gene1277	0.765458133902591	10	8	28	15	ER.A	-1
Gene1278	0.848877540205388	10	10	31	19	ER.A	-1
Gene1279	0.934277409287457	10	8	21	14	ER.A	-1
Gene1280	0.0504621165609549	10	10	30	19	ER.A	-1
Gene1281	0.788614311926406	10	6	12	10	ER	0.000325233887203794
Gene1282	0.875343046503407	10	5	11	10	ER	0.000246166098528434
Gene1283	0.174297101417272	10	9	19	13	ER	1.24411189086365e-05
Gene1284	0.809055288547388	10	8	20	18	ER	7.12787056097826e-07
Gene1285	0.420081667479176	10	7	22	13	ER.A	-1
Gene1286	0.704782707464643	10	10	24	14	ER.A	-1
Gene1287	0.520441854865683	10	8	15	10	ER	6.31868395762871e-05
Gene1288	0.692674019808334	10	8	22	12	ER.A	-1
Gene1289	0.809830554259975	10	2	8	4	ER	0.0203139378706236
Gene1290	0.291421705980105	10	5	10	7	ER	0.00230031463167351
Gene1291	0.867845738466538	10	5	12	12	ER	1.93546316432902e-05
Gene1292	0.950380730467326	10	8	24	10	ER.A	-1
Gene1293	0.194536145302898	10	9	23	12	ER.A	-1
Gene1294	0.150145092295406	10	9	20	17	ER	7.29068230842034e-07
Gene1295	0.482735369235513	10	8	20	11	ER	6.74571695422455e-05
Gene1296	0.94249969572293	10	9	28	19	ER.A	-1
Gene1297	0.878560023857747	10	9	13	7	ER	0.00292546274042613
Gene1298	0.0679456618354405	10	10	20	12	ER	6.50108879143697e-05
Gene1299	0.674018555594141	10	9	27	21	ER.A	-1
Gene1300	0.113152766927989	10	7	17	11	ER	5.43329610471762e-05
Gene1301	0.764273127837238	10	8	24	19	ER.A	-1
Gene1302	0.888350415713936	10	3	6	5	ER	0.0124448347257995
Gene1303	0.240559374002517	10	4	6	5	ER	0.00861737297127005
Gene1304	0.0641170291278392	10	4	5	4	ER	0.0218413572518579
Gene1305	0.353729104676296	10	10	23	12	ER.A	-1
Gene1306	0.988002997688443	10	8	23	14	ER.A	-1
Gene1307	0.739069893486395	10	5	11	10	ER	8.53017003480889e-05
