SetID	P.value	N.Marker.All	N.Marker.Test	cMAC	cMAF	medANDav_Pheno	Carriers_AvPheno	nonCarriers_AvPheno	AvDiff_Pheno	Carriers_medianPheno	nonCarriers_medianPheno	medianDiff_Pheno	no_of_carriers	P_regression	BETA_noOfMutations	BETA_L95	BETA_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene364	0.462705000419241	10	7	20	0.003333	48_48.61	47.25	48.687	-1.437	46	48	-2	16	0.755575265991054	-1.766	-12.878	9.345	-1.766	5.669	1	545000	546000	non_coding	-	info364	info364	NA
Gene338	0.463399337479177	10	8	26	0.004333	48_48.61	50.81	48.444	2.365	51	48	3	21	0.46747812220014	3.683	-6.239	13.606	3.683	5.063	1	506000	507000	non_coding	-	info338	info338	NA
Gene309	0.46423573542302	10	6	21	0.0035	48_48.61	51.214	48.483	2.732	47	48	-1	14	0.778450996869378	-1.428	-11.37	8.513	-1.428	5.072	1	462500	463500	protein_coding	+	info309	info309	NA
Gene620	0.465333774956284	10	10	38	0.006333	48_48.61	39.786	49.518	-9.733	41.5	49	-7.5	28	0.0585857596197502	-7.515	-15.273	0.243	-7.515	3.958	1	929000	930000	non_coding	-	info620	info620	NA
Gene868	0.465653462978412	10	8	29	0.004833	48_48.61	67.333	48.031	19.302	71	47	24	9	0.0578612224753279	5.69	-0.167	11.546	5.69	2.988	1	1301000	1302000	non_coding	-	info868	info868	NA
Gene963	0.467326424444957	10	8	20	0.003333	48_48.61	45.938	48.761	-2.823	49	48	1	16	0.912647744640918	-0.582	-10.967	9.803	-0.582	5.299	1	1443500	1444500	protein_coding	+	info963	info963	NA
Gene759	0.469296788011369	10	8	27	0.0045	48_48.61	43.562	48.894	-5.332	45	48	-3	16	0.67540539160594	-1.768	-10.035	6.499	-1.768	4.218	1	1137500	1138500	protein_coding	+	info759	info759	NA
Gene362	0.469545593042494	10	5	9	0.0015	48_48.61	42.667	48.731	-6.065	48	48	0	6	0.33993005331955	-7.314	-22.31	7.683	-7.314	7.651	1	542000	543000	non_coding	-	info362	info362	NA
Gene840	0.470324341327896	10	3	10	0.001667	48_48.61	39.667	48.887	-9.22	40	48	-8	9	0.369744510124991	-7.824	-24.893	9.246	-7.824	8.709	1	1259000	1260000	non_coding	-	info840	info840	NA
Gene739	0.47098191836412	10	9	20	0.003333	48_48.61	47.25	48.667	-1.417	43	48	-5	12	0.533081456846453	-2.954	-12.234	6.325	-2.954	4.734	1	1107500	1108500	protein_coding	+	info739	info739	NA
Gene360	0.472254781298793	10	9	23	0.003833	48_48.61	44.722	48.858	-4.136	38.5	48	-9.5	18	0.302116874117791	-5.414	-15.678	4.851	-5.414	5.237	1	539000	540000	non_coding	-	info360	info360	NA
Gene280	0.47317569816866	10	5	22	0.003667	48_48.61	46.579	48.747	-2.168	56	48	8	19	0.844918729424313	-1.12	-12.328	10.089	-1.12	5.719	1	419000	420000	non_coding	-	info280	info280	NA
Gene1366	0.474808077420816	10	9	42	0.007	48_48.61	52.343	48.117	4.226	49	48	1	35	0.146076541258579	6.045	-2.085	14.174	6.045	4.148	1	2048000	2049000	non_coding	-	info1366	info1366	NA
Gene454	0.475471819986692	10	8	29	0.004833	48_48.61	56.577	47.854	8.723	65.5	47	18.5	26	0.0709499927313465	9.298	-0.757	19.353	9.298	5.13	1	680000	681000	non_coding	-	info454	info454	NA
Gene43	0.476899949464304	10	3	7	0.001167	48_48.61	43.429	48.734	-5.305	37	48	-11	7	0.60904571942218	-5.736	-27.695	16.223	-5.736	11.204	1	63500	64500	protein_coding	+	info43	info43	NA
Gene15	0.476999178039899	10	5	13	0.002167	48_48.61	49.375	48.589	0.786	51	48	3	8	0.447340914837634	-4.327	-15.473	6.819	-4.327	5.687	1	21500	22500	protein_coding	+	info15	info15	NA
Gene1212	0.480033377831525	10	8	24	0.004	48_48.61	44.391	48.96	-4.569	42	48	-6	23	0.422689118052501	-4.881	-16.797	7.034	-4.881	6.079	1	1817000	1818000	non_coding	-	info1212	info1212	NA
Gene7	0.481172682952971	10	10	45	0.0075	48_48.61	57.516	47.584	9.932	51	47	4	31	0.0678351706842486	6.711	-0.465	13.887	6.711	3.661	1	9500	10500	protein_coding	+	info7	info7	NA
Gene1143	0.481662641922287	10	6	17	0.002833	48_48.61	62.5	48.229	14.271	70	47.5	22.5	8	0.0598608074849656	8.954	-0.336	18.245	8.954	4.74	1	1713500	1714500	protein_coding	+	info1143	info1143	NA
Gene921	0.481942947560779	10	9	36	0.006	48_48.61	46.677	48.833	-2.155	44	49	-5	31	0.682104694210205	-1.864	-10.773	7.046	-1.864	4.546	1	1380500	1381500	protein_coding	+	info921	info921	NA
Gene202	0.481989642335104	10	9	32	0.005333	48_48.61	41.3	49.132	-7.832	41.5	48.5	-7	20	0.120791271990357	-5.942	-13.428	1.543	-5.942	3.819	1	302000	303000	non_coding	-	info202	info202	NA
Gene669	0.482158786949328	10	9	32	0.005333	48_48.61	39.48	49.44	-9.96	33	49	-16	25	0.0591238777553667	-8.279	-16.844	0.286	-8.279	4.37	1	1002500	1003500	protein_coding	+	info669	info669	NA
Gene381	0.482419660435954	10	9	33	0.0055	48_48.61	47.286	48.71	-1.424	47	48	-1	21	0.721693975875737	-1.279	-8.312	5.753	-1.279	3.588	1	570500	571500	protein_coding	+	info381	info381	NA
Gene798	0.482950229305307	10	6	18	0.003	48_48.61	63.462	47.937	15.524	69	46	23	13	0.0599694782189518	10.056	-0.382	20.494	10.056	5.326	1	1196000	1197000	non_coding	-	info798	info798	NA
Gene462	0.483336601901435	10	8	38	0.006333	48_48.61	53.739	48.184	5.555	54	48	6	23	0.525069150757846	2.152	-4.476	8.78	2.152	3.382	1	692000	693000	non_coding	-	info462	info462	NA
Gene1222	0.484294313305441	10	10	30	0.005	48_48.61	40.625	49.06	-8.435	42	48	-6	16	0.505172890837089	-2.421	-9.535	4.692	-2.421	3.629	1	1832000	1833000	non_coding	-	info1222	info1222	NA
Gene1338	0.484381546509188	10	10	44	0.007333	48_48.61	45.783	48.845	-3.062	44	48	-4	23	0.411971681266532	-2.564	-8.68	3.552	-2.564	3.121	1	2006000	2007000	non_coding	-	info1338	info1338	NA
Gene1120	0.485075434032761	10	3	13	0.002167	48_48.61	51.385	48.484	2.9	51	47	4	13	0.646878207675883	3.814	-12.488	20.117	3.814	8.318	1	1679000	1680000	non_coding	-	info1120	info1120	NA
Gene479	0.485128942347315	10	7	25	0.004167	48_48.61	53.176	48.336	4.841	43	48	-5	17	0.229340515305725	5.383	-3.376	14.142	5.383	4.469	1	717500	718500	protein_coding	+	info479	info479	NA
Gene245	0.485129584763144	10	9	33	0.0055	48_48.61	43	48.968	-5.968	37	48.5	-11.5	18	0.830556893987511	-0.74	-7.515	6.034	-0.74	3.456	1	366500	367500	protein_coding	+	info245	info245	NA
Gene827	0.486336367732146	10	9	26	0.004333	48_48.61	54	48.346	5.654	56.5	47	9.5	14	0.132600119877477	5.434	-1.628	12.496	5.434	3.603	1	1239500	1240500	protein_coding	+	info827	info827	NA
Gene116	0.487131930071801	10	8	34	0.005667	48_48.61	46.938	48.81	-1.872	47.5	48	-0.5	32	0.846932684536566	-0.972	-10.828	8.885	-0.972	5.029	1	173000	174000	non_coding	-	info116	info116	NA
Gene244	0.488817780963624	10	8	19	0.003167	48_48.61	40.188	49.085	-8.897	32.5	48.5	-16	16	0.253536053191643	-6.715	-18.219	4.789	-6.715	5.869	1	365000	366000	non_coding	-	info244	info244	NA
Gene613	0.490349148975947	10	9	42	0.007	48_48.61	43.714	48.978	-5.264	42	48	-6	21	0.272972052378757	-3.012	-8.386	2.363	-3.012	2.742	1	918500	919500	protein_coding	+	info613	info613	NA
Gene1188	0.491769618304557	10	9	26	0.004333	48_48.61	62.375	47.835	14.54	68	46	22	16	0.0654362131461974	7.919	-0.474	16.312	7.919	4.282	1	1781000	1782000	non_coding	-	info1188	info1188	NA
Gene1089	0.492334419357347	10	10	35	0.005833	48_48.61	40.056	49.156	-9.1	38	49	-11	18	0.273702317055568	-3.623	-10.098	2.852	-3.623	3.304	1	1632500	1633500	protein_coding	+	info1089	info1089	NA
Gene22	0.492841409526219	10	8	29	0.004833	48_48.61	52.125	48.412	3.713	50	48	2	16	0.3869337185893	3.325	-4.197	10.847	3.325	3.838	1	32000	33000	non_coding	-	info22	info22	NA
Gene560	0.494827707019626	10	10	45	0.0075	48_48.61	59.929	47.445	12.484	64	46	18	28	0.0883378248230909	5.581	-0.816	11.978	5.581	3.264	1	839000	840000	non_coding	-	info560	info560	NA
Gene39	0.495159887149096	10	3	4	0.000667	48_48.61	24.667	48.852	-24.185	33	48	-15	3	0.145824190799865	-17.573	-41.19	6.045	-17.573	12.05	1	57500	58500	protein_coding	+	info39	info39	NA
Gene624	0.497485300564661	10	9	39	0.0065	48_48.61	49.188	48.577	0.61	50.5	48	2.5	16	0.920167726634256	0.305	-5.647	6.256	0.305	3.037	1	935000	936000	non_coding	-	info624	info624	NA
Gene356	0.49955277264241	10	7	37	0.006167	48_48.61	50.846	48.398	2.448	45.5	48	-2.5	26	0.902757315819778	-0.486	-8.281	7.308	-0.486	3.977	1	533000	534000	non_coding	-	info356	info356	NA
Gene600	0.50102186873713	10	9	44	0.007333	48_48.61	48.647	48.605	0.042	49	47.5	1.5	34	0.744946494409209	-1.263	-8.866	6.34	-1.263	3.879	1	899000	900000	non_coding	-	info600	info600	NA
Gene1250	0.501356842095187	10	8	41	0.006833	48_48.61	45.522	48.866	-3.345	42	48	-6	23	0.683457803745346	-1.314	-7.626	4.997	-1.314	3.22	1	1874000	1875000	non_coding	-	info1250	info1250	NA
Gene832	0.50280780019361	10	10	42	0.007	48_48.61	43.269	49.117	-5.848	36.5	49	-12.5	26	0.530625531510635	-2.194	-9.042	4.655	-2.194	3.494	1	1247000	1248000	non_coding	-	info832	info832	NA
Gene528	0.503304512850861	10	8	46	0.007667	48_48.61	50.565	48.448	2.118	46	48	-2	23	0.844721671709747	-0.548	-6.029	4.933	-0.548	2.796	1	791000	792000	non_coding	-	info528	info528	NA
Gene1418	0.50465132540257	10	4	10	0.001667	48_48.61	52.5	48.503	3.997	54	48	6	8	0.851411692765268	-1.488	-17.041	14.066	-1.488	7.936	1	2126000	2127000	non_coding	-	info1418	info1418	NA
Gene1041	0.505732295967631	10	10	28	0.004667	48_48.61	62.412	47.781	14.631	62	46	16	17	0.143539702811856	5.293	-1.78	12.366	5.293	3.609	1	1560500	1561500	protein_coding	+	info1041	info1041	NA
Gene69	0.506103259975604	10	9	35	0.005833	48_48.61	44.5	49.033	-4.533	37	49	-12	28	0.552333060662914	-2.547	-10.938	5.844	-2.547	4.281	1	102500	103500	protein_coding	+	info69	info69	NA
Gene1146	0.506717775814415	10	6	18	0.003	48_48.61	50.067	48.533	1.533	52	48	4	15	0.796058185402998	1.597	-10.503	13.697	1.597	6.174	1	1718000	1719000	non_coding	-	info1146	info1146	NA
Gene206	0.508363705554807	10	9	42	0.007	48_48.61	51.69	48.28	3.409	53	48	5	29	0.67326861616493	1.501	-5.468	8.469	1.501	3.555	1	308000	309000	non_coding	-	info206	info206	NA
Gene661	0.508857997217509	10	5	15	0.0025	48_48.61	59.583	48.153	11.431	59.5	48	11.5	12	0.430111900711947	5.192	-7.688	18.072	5.192	6.571	1	990500	991500	protein_coding	+	info661	info661	NA
Gene962	0.509045883960432	10	7	27	0.0045	48_48.61	44.333	48.835	-4.502	48	48	0	15	0.91391002023582	0.358	-6.128	6.844	0.358	3.309	1	1442000	1443000	non_coding	-	info962	info962	NA
Gene414	0.50991279711922	10	10	33	0.0055	48_48.61	48.818	48.594	0.225	43	48.5	-5.5	22	0.709152640236783	-1.335	-8.344	5.674	-1.335	3.576	1	620000	621000	non_coding	-	info414	info414	NA
Gene1028	0.510119543629981	10	10	30	0.005	48_48.61	54.333	48.372	5.962	60.5	47.5	13	12	0.273677815666375	3.075	-2.42	8.57	3.075	2.804	1	1541000	1542000	non_coding	-	info1028	info1028	NA
Gene1134	0.510172508208055	10	10	30	0.005	48_48.61	43.091	49.047	-5.956	38	48	-10	22	0.212815936871946	-4.969	-12.769	2.831	-4.969	3.98	1	1700000	1701000	non_coding	-	info1134	info1134	NA
Gene1435	0.510393667202548	10	10	44	0.007333	48_48.61	43.783	49.011	-5.228	35	48	-13	23	0.113383915430766	-4.534	-10.131	1.062	-4.534	2.855	1	2151500	2152500	protein_coding	+	info1435	info1435	NA
Gene129	0.513266446561976	10	10	26	0.004333	48_48.61	46.722	48.73	-2.008	45	48	-3	18	0.553930869483203	-2.529	-10.893	5.835	-2.529	4.267	1	192500	193500	protein_coding	+	info129	info129	NA
Gene545	0.515381919877916	10	3	10	0.001667	48_48.61	59.7	48.228	11.472	54	48	6	10	0.21605520759828	11.782	-6.844	30.408	11.782	9.503	1	816500	817500	protein_coding	+	info545	info545	NA
Gene1228	0.516037486446249	10	10	44	0.007333	48_48.61	55.8	47.956	7.844	57	46	11	25	0.221796148579021	3.883	-2.333	10.099	3.883	3.172	1	1841000	1842000	non_coding	-	info1228	info1228	NA
Gene457	0.516759069641004	10	8	25	0.004167	48_48.61	41.933	48.961	-7.028	34	48	-14	15	0.447414409615378	-3.051	-10.911	4.809	-3.051	4.01	1	684500	685500	protein_coding	+	info457	info457	NA
Gene387	0.517177235055666	10	10	32	0.005333	48_48.61	53.45	48.264	5.186	56.5	48	8.5	20	0.486454054333801	2.47	-4.478	9.418	2.47	3.545	1	579500	580500	protein_coding	+	info387	info387	NA
Gene517	0.517473797769584	10	9	31	0.005167	48_48.61	49.185	48.553	0.632	46	48	-2	27	0.750406965654196	-1.573	-11.253	8.108	-1.573	4.939	1	774500	775500	protein_coding	+	info517	info517	NA
Gene347	0.517846990763227	10	9	31	0.005167	48_48.61	44.92	48.945	-4.025	39	49	-10	25	0.107660155558244	-7.371	-16.323	1.582	-7.371	4.568	1	519500	520500	protein_coding	+	info347	info347	NA
Gene1077	0.518032768209731	10	7	19	0.003167	48_48.61	42.368	49.032	-6.664	39	49	-10	19	0.361833642029771	-6.357	-19.998	7.285	-6.357	6.96	1	1614500	1615500	protein_coding	+	info1077	info1077	NA
Gene1249	0.518487170569981	10	9	26	0.004333	48_48.61	39.52	49.436	-9.916	36	49	-13	25	0.0860965926607114	-9.912	-21.192	1.369	-9.912	5.755	1	1872500	1873500	protein_coding	+	info1249	info1249	NA
Gene729	0.518739807669704	10	10	49	0.008167	48_48.61	34.095	49.703	-15.607	31	49	-18	21	0.0101420307265833	-6.413	-11.271	-1.556	-6.413	2.478	1	1092500	1093500	protein_coding	+	info729	info729	NA
Gene326	0.518760645100799	10	9	37	0.006167	48_48.61	49.786	48.489	1.297	50.5	48	2.5	28	0.769011559138587	1.043	-5.912	7.998	1.043	3.549	1	488000	489000	non_coding	-	info326	info326	NA
Gene1292	0.519657421169556	10	8	46	0.007667	48_48.61	49.895	48.523	1.372	42	49	-7	19	0.784243047713982	0.742	-4.563	6.046	0.742	2.706	1	1937000	1938000	non_coding	-	info1292	info1292	NA
Gene417	0.520523670828138	10	9	30	0.005	48_48.61	59	48.025	10.975	54.5	48	6.5	16	0.236469328814846	4.454	-2.905	11.813	4.454	3.755	1	624500	625500	protein_coding	+	info417	info417	NA
Gene208	0.521158124022842	10	10	41	0.006833	48_48.61	50.375	48.457	1.918	47	48	-1	24	0.357307517720097	-2.735	-8.55	3.08	-2.735	2.967	1	311000	312000	non_coding	-	info208	info208	NA
Gene1204	0.521188126768772	10	4	21	0.0035	48_48.61	52.429	48.423	4.005	50.5	48	2.5	14	0.369245834816219	4.558	-5.377	14.493	4.558	5.069	1	1805000	1806000	non_coding	-	info1204	info1204	NA
Gene1404	0.521345306487857	10	8	29	0.004833	48_48.61	40	49.427	-9.427	41	49	-8	26	0.120446331583457	-8.067	-18.22	2.085	-8.067	5.18	1	2105000	2106000	non_coding	-	info1404	info1404	NA
Gene702	0.521473673884793	10	8	35	0.005833	48_48.61	47	48.713	-1.713	51.5	48	3.5	18	0.281273106156065	-3.206	-9.027	2.615	-3.206	2.97	1	1052000	1053000	non_coding	-	info702	info702	NA
Gene475	0.522033297495078	10	10	32	0.005333	48_48.61	36.412	49.343	-12.931	31	49	-18	17	0.0956111936577515	-5.375	-11.677	0.926	-5.375	3.215	1	711500	712500	protein_coding	+	info475	info475	NA
Gene906	0.522086654460007	10	7	19	0.003167	48_48.61	44.143	48.829	-4.686	40.5	48.5	-8	14	0.759397356185076	-1.653	-12.22	8.915	-1.653	5.392	1	1358000	1359000	non_coding	-	info906	info906	NA
Gene1068	0.526043338360328	10	7	29	0.004833	48_48.61	34.65	49.607	-14.957	30.5	49	-18.5	20	0.0442780826131901	-8.485	-16.718	-0.253	-8.485	4.2	1	1601000	1602000	non_coding	-	info1068	info1068	NA
Gene1016	0.526763928156522	10	9	36	0.006	48_48.61	60	47.753	12.247	69	46	23	21	0.0783407664465732	6.57	-0.719	13.858	6.57	3.719	1	1523000	1524000	non_coding	-	info1016	info1016	NA
Gene500	0.526879583475506	10	9	48	0.008	48_48.61	58.4	47.72	10.68	61	47	14	25	0.0302576507073426	6.452	0.644	12.26	6.452	2.963	1	749000	750000	non_coding	-	info500	info500	NA
Gene1184	0.52776723712623	10	8	31	0.005167	48_48.61	47.238	48.713	-1.475	48	48	0	21	0.869716803134063	0.671	-7.342	8.684	0.671	4.088	1	1775000	1776000	non_coding	-	info1184	info1184	NA
Gene82	0.528317346204732	10	6	25	0.004167	48_48.61	56.579	48.071	8.508	64	48	16	19	0.729413819375071	1.745	-8.133	11.623	1.745	5.04	1	122000	123000	non_coding	-	info82	info82	NA
Gene1183	0.530705072214774	10	9	25	0.004167	48_48.61	48.056	48.645	-0.59	45	48	-3	18	0.815647886896843	-1.07	-10.055	7.915	-1.07	4.584	1	1773500	1774500	protein_coding	+	info1183	info1183	NA
Gene593	0.531058186804281	10	6	32	0.005333	48_48.61	63.533	47.825	15.709	80	47	33	15	0.0410311259909482	7.464	0.336	14.592	7.464	3.637	1	888500	889500	protein_coding	+	info593	info593	NA
Gene860	0.531486860895236	10	10	19	0.003167	48_48.61	58.417	48.201	10.215	64.5	48	16.5	12	0.453871155934813	3.491	-5.632	12.614	3.491	4.655	1	1289000	1290000	non_coding	-	info860	info860	NA
Gene793	0.532166048290776	10	10	20	0.003333	48_48.61	39.6	48.921	-9.321	35	48.5	-13.5	10	0.362569979888817	-3.329	-10.483	3.826	-3.329	3.65	1	1188500	1189500	protein_coding	+	info793	info793	NA
Gene8	0.53424836979418	10	9	45	0.0075	48_48.61	43.125	48.919	-5.794	37.5	48.5	-11	16	0.507635364615528	-1.651	-6.529	3.227	-1.651	2.489	1	11000	12000	non_coding	-	info8	info8	NA
Gene573	0.534307277327674	10	7	34	0.005667	48_48.61	53.188	48.352	4.835	49	47.5	1.5	16	0.686567623073773	1.276	-4.916	7.468	1.276	3.159	1	858500	859500	protein_coding	+	info573	info573	NA
Gene567	0.534664921392999	10	10	55	0.009167	48_48.61	46.571	48.763	-2.192	48	48	0	21	0.310071965117426	-2.179	-6.379	2.021	-2.179	2.143	1	849500	850500	protein_coding	+	info567	info567	NA
Gene1414	0.539288607950121	10	4	9	0.0015	48_48.61	46.667	48.67	-2.003	47	48	-1	9	0.761618049151088	-3.022	-22.526	16.483	-3.022	9.952	1	2120000	2121000	non_coding	-	info1414	info1414	NA
Gene1092	0.539528343210224	10	8	17	0.002833	48_48.61	35	48.935	-13.935	23	49	-26	7	0.430567916209425	-3.142	-10.945	4.66	-3.142	3.981	1	1637000	1638000	non_coding	-	info1092	info1092	NA
Gene1194	0.539575320563819	10	8	35	0.005833	48_48.61	56.389	48.113	8.275	61.5	47.5	14	18	0.129133839861593	5	-1.44	11.44	5	3.286	1	1790000	1791000	non_coding	-	info1194	info1194	NA
Gene972	0.540253410478419	10	3	3	5e-04	48_48.61	3.5	48.913	-45.413	3.5	48	-44.5	2	0.0356700545146985	-27.628	-53.288	-1.969	-27.628	13.092	1	1457000	1458000	non_coding	-	info972	info972	NA
Gene1379	0.540622378269282	10	10	43	0.007167	48_48.61	54.833	47.919	6.915	61	47	14	30	0.461548017121015	2.588	-4.293	9.47	2.588	3.511	1	2067500	2068500	protein_coding	+	info1379	info1379	NA
Gene1114	0.54105449261543	10	9	43	0.007167	48_48.61	47.818	48.708	-0.89	53	47	6	33	0.89756516060469	0.502	-7.136	8.141	0.502	3.897	1	1670000	1671000	non_coding	-	info1114	info1114	NA
Gene120	0.541438449009667	10	8	21	0.0035	48_48.61	53.222	48.316	4.907	56.5	48	8.5	18	0.396136913543322	4.967	-6.489	16.423	4.967	5.845	1	179000	180000	non_coding	-	info120	info120	NA
Gene1058	0.541451358680956	10	10	34	0.005667	48_48.61	51.05	48.436	2.614	47.5	48	-0.5	20	0.466920586926422	2.585	-4.371	9.542	2.585	3.549	1	1586000	1587000	non_coding	-	info1058	info1058	NA
Gene579	0.541556860002777	10	8	20	0.003333	48_48.61	54.706	48.244	6.462	49	47	2	17	0.656101972416501	2.541	-8.633	13.716	2.541	5.701	1	867500	868500	protein_coding	+	info579	info579	NA
Gene630	0.541717228956918	10	7	31	0.005167	48_48.61	55.526	48.142	7.384	56	48	8	19	0.319744211380389	4.059	-3.923	12.04	4.059	4.072	1	944000	945000	non_coding	-	info630	info630	NA
Gene296	0.543047418440243	10	10	36	0.006	48_48.61	50.793	48.376	2.417	56	47	9	29	0.615504543389512	2.141	-6.205	10.487	2.141	4.258	1	443000	444000	non_coding	-	info296	info296	NA
Gene233	0.543381884381016	10	9	33	0.0055	48_48.61	45.067	48.796	-3.73	51	48	3	15	0.818308075023067	0.737	-5.547	7.022	0.737	3.206	1	348500	349500	protein_coding	+	info233	info233	NA
Gene1423	0.543661037570091	10	10	36	0.006	48_48.61	57.536	47.691	9.845	66.5	46.5	20	28	0.172656336891339	5.801	-2.516	14.119	5.801	4.244	1	2133500	2134500	protein_coding	+	info1423	info1423	NA
Gene1160	0.544393340352241	10	5	16	0.002667	48_48.61	59.385	48.122	11.263	58	47	11	13	0.172563153244112	8.737	-3.787	21.26	8.737	6.39	1	1739000	1740000	non_coding	-	info1160	info1160	NA
Gene79	0.544857322111965	10	10	52	0.008667	48_48.61	42.625	48.947	-6.322	37.5	48	-10.5	16	0.232991723194682	-2.206	-5.824	1.412	-2.206	1.846	1	117500	118500	protein_coding	+	info79	info79	NA
Gene986	0.545596250241362	10	6	14	0.002333	48_48.61	50.2	48.555	1.645	43	48	-5	10	0.730594807486598	-2.185	-14.609	10.24	-2.185	6.339	1	1478000	1479000	non_coding	-	info986	info986	NA
Gene396	0.545981789639104	10	10	45	0.0075	48_48.61	51.185	48.355	2.83	53	48	5	27	0.326633771943185	3.14	-3.124	9.405	3.14	3.196	1	593000	594000	non_coding	-	info396	info396	NA
Gene1158	0.546337097797426	10	10	55	0.009167	48_48.61	39.895	49.199	-9.305	44	49	-5	19	0.0344960591087503	-4.316	-8.298	-0.333	-4.316	2.032	1	1736000	1737000	non_coding	-	info1158	info1158	NA
Gene1055	0.547080162520499	10	5	20	0.003333	48_48.61	49.211	48.569	0.641	51	47	4	19	0.702932813459892	2.459	-10.165	15.082	2.459	6.441	1	1581500	1582500	protein_coding	+	info1055	info1055	NA
Gene1431	0.547496143586995	10	7	30	0.005	48_48.61	35	49.326	-14.326	27	49	-22	15	0.10089022217653	-5.471	-11.987	1.045	-5.471	3.325	1	2145500	2146500	protein_coding	+	info1431	info1431	NA
Gene1138	0.547533328038674	10	7	36	0.006	48_48.61	53.318	48.237	5.081	62	47.5	14.5	22	0.160574633615249	5.292	-2.081	12.664	5.292	3.762	1	1706000	1707000	non_coding	-	info1138	info1138	NA
Gene175	0.54853603068723	10	8	35	0.005833	48_48.61	50.214	48.445	1.769	45	48.5	-3.5	28	0.973840369752592	0.144	-8.442	8.73	0.144	4.381	1	261500	262500	protein_coding	+	info175	info175	NA
Gene243	0.548696460352987	10	10	33	0.0055	48_48.61	40.591	49.245	-8.654	32.5	49	-16.5	22	0.530965495029955	-2.212	-9.123	4.699	-2.212	3.526	1	363500	364500	protein_coding	+	info243	info243	NA
Gene738	0.549223877600611	10	7	9	0.0015	48_48.61	60.25	48.453	11.797	58.5	48	10.5	4	0.817715525551981	-1.09	-10.351	8.171	-1.09	4.725	1	1106000	1107000	non_coding	-	info738	info738	NA
Gene998	0.550004695735719	10	9	23	0.003833	48_48.61	32.867	49.439	-16.572	28	49	-21	15	0.0387011091576277	-9.417	-18.304	-0.529	-9.417	4.535	1	1496000	1497000	non_coding	-	info998	info998	NA
Gene1093	0.551016646075656	10	7	24	0.004	48_48.61	45.474	48.822	-3.348	49	48	1	19	0.507116863853962	-3.442	-13.599	6.715	-3.442	5.182	1	1638500	1639500	protein_coding	+	info1093	info1093	NA
Gene844	0.553666487126486	10	9	36	0.006	48_48.61	52.619	48.308	4.311	47	48	-1	21	0.980242683203003	0.092	-7.197	7.381	0.092	3.719	1	1265000	1266000	non_coding	-	info844	info844	NA
Gene191	0.553806012596862	10	4	16	0.002667	48_48.61	38.786	49.091	-10.305	37.5	49	-11.5	14	0.188820014404766	-8.814	-21.929	4.302	-8.814	6.692	1	285500	286500	protein_coding	+	info191	info191	NA
Gene751	0.554890994032296	10	9	28	0.004667	48_48.61	48.737	48.601	0.135	43	48	-5	19	0.525174107290995	-2.83	-11.551	5.89	-2.83	4.449	1	1125500	1126500	protein_coding	+	info751	info751	NA
Gene784	0.556809735223764	10	10	38	0.006333	48_48.61	51.727	48.363	3.364	43	48	-5	22	0.631862660826607	1.636	-5.048	8.32	1.636	3.41	1	1175000	1176000	non_coding	-	info784	info784	NA
Gene1003	0.557051130056561	10	8	21	0.0035	48_48.61	40.4	48.893	-8.493	44	49	-5	10	0.386043421814621	-3.687	-12.011	4.637	-3.687	4.247	1	1503500	1504500	protein_coding	+	info1003	info1003	NA
Gene432	0.557355074537028	10	10	36	0.006	48_48.61	43.094	49.269	-6.175	39	49	-10	32	0.405485711326768	-3.895	-13.058	5.269	-3.895	4.675	1	647000	648000	non_coding	-	info432	info432	NA
Gene788	0.557568025114936	10	10	32	0.005333	48_48.61	46.783	48.762	-1.979	43	48	-5	23	0.804199500274198	-1.024	-9.111	7.063	-1.024	4.126	1	1181000	1182000	non_coding	-	info788	info788	NA
Gene678	0.55841363040358	10	6	30	0.005	48_48.61	40.571	49.215	-8.644	29	49	-20	21	0.283122612759971	-4.724	-13.335	3.887	-4.724	4.393	1	1016000	1017000	non_coding	-	info678	info678	NA
Gene1107	0.558756756542051	10	7	19	0.003167	48_48.61	52.538	48.432	4.106	56	47	9	13	0.966169481733301	-0.195	-9.192	8.802	-0.195	4.591	1	1659500	1660500	protein_coding	+	info1107	info1107	NA
Gene951	0.561335294695784	10	10	29	0.004833	48_48.61	51.75	48.337	3.413	47.5	48	-0.5	24	0.78932746542394	-1.248	-10.398	7.901	-1.248	4.668	1	1425500	1426500	protein_coding	+	info951	info951	NA
Gene179	0.561545558765939	10	10	26	0.004333	48_48.61	64.267	47.786	16.481	83	47	36	15	0.140477830350822	5.321	-1.735	12.377	5.321	3.6	1	267500	268500	protein_coding	+	info179	info179	NA
Gene291	0.561740676702368	10	6	21	0.0035	48_48.61	55.389	48.177	7.212	52	47.5	4.5	18	0.1077419352597	9.306	-1.999	20.611	9.306	5.768	1	435500	436500	protein_coding	+	info291	info291	NA
Gene866	0.564616753105758	10	9	39	0.0065	48_48.61	49.273	48.558	0.715	46.5	48	-1.5	22	0.993543465252439	-0.029	-6.992	6.934	-0.029	3.553	1	1298000	1299000	non_coding	-	info866	info866	NA
