SetID	P.value	N.Marker.All	N.Marker.Test	cMAC	cMAF	medANDav_Pheno	Carriers_AvPheno	nonCarriers_AvPheno	AvDiff_Pheno	Carriers_medianPheno	nonCarriers_medianPheno	medianDiff_Pheno	no_of_carriers	P_regression	BETA_noOfMutations	BETA_L95	BETA_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene454	0.475792531320387	10	4	19	0.003167	48_48.61	53.895	48.253	5.642	56	48	8	19	0.374906974726866	6.177	-7.446	19.8	6.177	6.951	1	680000	681000	non_coding	-	info454	info454	NA
Gene300	0.476864808655778	10	8	18	0.003	48_48.61	48.818	48.602	0.216	35	48	-13	11	0.814382182198049	-1.168	-10.913	8.576	-1.168	4.972	1	449000	450000	non_coding	-	info300	info300	NA
Gene503	0.478358658121769	10	9	29	0.004833	48_48.61	58.5	48.198	10.302	52.5	48	4.5	12	0.330925069188719	3.043	-3.081	9.166	3.043	3.124	1	753500	754500	protein_coding	+	info503	info503	NA
Gene982	0.479098832996633	10	8	32	0.005333	48_48.61	52.316	48.359	3.956	57	48	9	19	0.357363308286452	3.358	-3.781	10.496	3.358	3.642	1	1472000	1473000	non_coding	-	info982	info982	NA
Gene1221	0.481369136714458	10	8	28	0.004667	48_48.61	37.917	49.056	-11.139	32	48.5	-16.5	12	0.35312667662024	-2.984	-9.274	3.305	-2.984	3.209	1	1830500	1831500	protein_coding	+	info1221	info1221	NA
Gene136	0.482983365640202	10	10	28	0.004667	48_48.61	47.762	48.674	-0.912	42	48	-6	21	0.37632882135996	-4.003	-12.859	4.852	-4.003	4.518	1	203000	204000	non_coding	-	info136	info136	NA
Gene490	0.484473672794085	10	7	22	0.003667	48_48.61	40.077	48.997	-8.92	35	48	-13	13	0.33088274711324	-4.427	-13.336	4.482	-4.427	4.545	1	734000	735000	non_coding	-	info490	info490	NA
Gene561	0.484759855364025	10	7	37	0.006167	48_48.61	51.625	48.348	3.277	49	47.5	1.5	24	0.749158600094427	-1.162	-8.277	5.953	-1.162	3.63	1	840500	841500	protein_coding	+	info561	info561	NA
Gene1180	0.485941488225451	10	9	40	0.006667	48_48.61	50.179	48.449	1.73	47.5	48	-0.5	28	0.682683571208116	-1.366	-7.908	5.176	-1.366	3.338	1	1769000	1770000	non_coding	-	info1180	info1180	NA
Gene139	0.487006206460755	10	9	38	0.006333	48_48.61	56.88	47.858	9.022	51	47	4	25	0.324546377770761	3.126	-3.083	9.335	3.126	3.168	1	207500	208500	protein_coding	+	info139	info139	NA
Gene884	0.488309312689968	10	9	32	0.005333	48_48.61	52.68	48.24	4.44	53	48	5	25	0.390236980777825	3.902	-4.987	12.791	3.902	4.535	1	1325000	1326000	non_coding	-	info884	info884	NA
Gene552	0.489865647020168	10	9	37	0.006167	48_48.61	52.458	48.275	4.183	47.5	48	-0.5	24	0.727122262186227	1.282	-5.912	8.476	1.282	3.67	1	827000	828000	non_coding	-	info552	info552	NA
Gene816	0.490579587325816	10	10	41	0.006833	48_48.61	52.217	48.31	3.907	48	48	0	23	0.35139125810839	3.117	-3.428	9.661	3.117	3.339	1	1223000	1224000	non_coding	-	info816	info816	NA
Gene1267	0.492480725506943	10	8	30	0.005	48_48.61	50.75	48.424	2.326	51.5	48	3.5	24	0.55922483133397	2.682	-6.31	11.674	2.682	4.588	1	1899500	1900500	protein_coding	+	info1267	info1267	NA
Gene811	0.49274874615888	10	10	46	0.007667	48_48.61	52.944	48.019	4.926	52.5	48	4.5	36	0.306772586962489	3.762	-3.44	10.963	3.762	3.674	1	1215500	1216500	protein_coding	+	info811	info811	NA
Gene1099	0.493692343861794	10	8	25	0.004167	48_48.61	55.722	48.156	7.566	49	48	1	18	0.355476977447097	4.274	-4.777	13.325	4.274	4.618	1	1647500	1648500	protein_coding	+	info1099	info1099	NA
Gene1114	0.493860525304411	10	10	34	0.005667	48_48.61	49.458	48.536	0.922	48	48	0	24	0.963733634628056	-0.19	-8.357	7.978	-0.19	4.167	1	1670000	1671000	non_coding	-	info1114	info1114	NA
Gene166	0.493922151309539	10	8	36	0.006	48_48.61	54.5	47.907	6.593	50.5	46.5	4	32	0.302058365153149	4.809	-4.308	13.925	4.809	4.651	1	248000	249000	non_coding	-	info166	info166	NA
Gene776	0.494312935026939	10	8	35	0.005833	48_48.61	46.615	48.799	-2.184	41.5	48.5	-7	26	0.615626043200917	-1.951	-9.561	5.658	-1.951	3.883	1	1163000	1164000	non_coding	-	info776	info776	NA
Gene233	0.494553751098194	10	10	26	0.004333	48_48.61	46.9	48.669	-1.769	45	48	-3	10	0.377222423241963	-2.66	-8.556	3.235	-2.66	3.008	1	348500	349500	protein_coding	+	info233	info233	NA
Gene688	0.495206603186281	10	6	21	0.0035	48_48.61	44.714	48.801	-4.086	43	48.5	-5.5	14	0.898345153675709	0.65	-9.312	10.612	0.65	5.083	1	1031000	1032000	non_coding	-	info688	info688	NA
Gene93	0.49583013066881	10	7	27	0.0045	48_48.61	50	48.537	1.463	51	47	4	15	0.493639844561611	2.739	-5.094	10.572	2.739	3.997	1	138500	139500	protein_coding	+	info93	info93	NA
Gene188	0.497109748482108	10	9	36	0.006	48_48.61	42.467	48.933	-6.467	49	48	1	15	0.355233722187216	-2.434	-7.587	2.718	-2.434	2.629	1	281000	282000	non_coding	-	info188	info188	NA
Gene226	0.498006529311013	10	10	33	0.0055	48_48.61	48.188	48.634	-0.446	37	48.5	-11.5	16	0.597119344874635	1.785	-4.826	8.395	1.785	3.373	1	338000	339000	non_coding	-	info226	info226	NA
Gene791	0.498516296855328	10	8	24	0.004	48_48.61	56.471	48.138	8.333	50	48	2	17	0.340186570195473	4.221	-4.438	12.879	4.221	4.418	1	1185500	1186500	protein_coding	+	info791	info791	NA
Gene518	0.498670776866986	10	9	29	0.004833	48_48.61	50.522	48.451	2.07	44	48	-4	23	0.686030193484785	1.92	-7.379	11.218	1.92	4.744	1	776000	777000	non_coding	-	info518	info518	NA
Gene302	0.4994705216798	10	8	26	0.004333	48_48.61	57.667	48.133	9.533	54	48	6	15	0.349628692503822	3.822	-4.174	11.818	3.822	4.08	1	452000	453000	non_coding	-	info302	info302	NA
Gene737	0.500448784557025	10	8	26	0.004333	48_48.61	41.667	48.975	-7.309	33	49	-16	15	0.459978355552989	-2.958	-10.795	4.879	-2.958	3.998	1	1104500	1105500	protein_coding	+	info737	info737	NA
Gene1257	0.501001872826329	10	8	18	0.003	48_48.61	45.429	48.766	-3.337	42.5	49	-6.5	14	0.365425785899441	-5.119	-16.186	5.949	-5.119	5.647	1	1884500	1885500	protein_coding	+	info1257	info1257	NA
Gene1322	0.50236098001745	10	9	18	0.003	48_48.61	55.455	48.349	7.105	62	48	14	11	0.645668242642631	-1.855	-9.756	6.045	-1.855	4.031	1	1982000	1983000	non_coding	-	info1322	info1322	NA
Gene4	0.503455222431892	10	10	39	0.0065	48_48.61	55.033	47.896	7.137	49.5	48	1.5	30	0.316708624661252	4.08	-3.893	12.052	4.08	4.068	1	5000	6000	non_coding	-	info4	info4	NA
Gene67	0.503891443657395	10	10	37	0.006167	48_48.61	41.273	49.191	-7.918	39.5	49	-9.5	22	0.368407515996184	-3.001	-9.529	3.528	-3.001	3.331	1	99500	100500	protein_coding	+	info67	info67	NA
Gene60	0.505755202604878	10	5	23	0.003833	48_48.61	54.087	48.155	5.932	54	47	7	23	0.334717354450973	6.146	-6.321	18.612	6.146	6.36	1	89000	90000	non_coding	-	info60	info60	NA
Gene234	0.506083625895977	10	7	16	0.002667	48_48.61	49.5	48.579	0.921	39	48	-9	10	0.425154030424908	-3.954	-13.658	5.75	-3.954	4.951	1	350000	351000	non_coding	-	info234	info234	NA
Gene792	0.506358171979649	10	9	25	0.004167	48_48.61	49.611	48.546	1.065	52	48	4	18	0.396452397351666	3.798	-4.968	12.564	3.798	4.472	1	1187000	1188000	non_coding	-	info792	info792	NA
Gene900	0.506419924491888	10	8	27	0.0045	48_48.61	40.13	49.314	-9.184	33	49	-16	23	0.345277661191235	-4.576	-14.062	4.911	-4.576	4.84	1	1349000	1350000	non_coding	-	info900	info900	NA
Gene407	0.506822414365601	10	9	34	0.005667	48_48.61	45.077	48.945	-3.868	39	49	-10	26	0.348294822993815	-4.081	-12.595	4.433	-4.081	4.344	1	609500	610500	protein_coding	+	info407	info407	NA
Gene149	0.50687408449377	10	10	28	0.004667	48_48.61	49.364	48.55	0.813	47	48	-1	22	0.735629452044397	1.544	-7.408	10.495	1.544	4.567	1	222500	223500	protein_coding	+	info149	info149	NA
Gene412	0.508439444695719	10	10	40	0.006667	48_48.61	59.412	47.961	11.451	62	47	15	17	0.401031549515642	2.257	-3.003	7.516	2.257	2.683	1	617000	618000	non_coding	-	info412	info412	NA
Gene193	0.509615686703659	10	10	37	0.006167	48_48.61	42.294	48.989	-6.695	33	48	-15	17	0.395190270389064	-2.731	-9.016	3.555	-2.731	3.207	1	288500	289500	protein_coding	+	info193	info193	NA
Gene1285	0.509621662814421	10	6	25	0.004167	48_48.61	54.684	48.199	6.485	58	48	10	19	0.314388520701554	4.874	-4.605	14.354	4.874	4.837	1	1926500	1927500	protein_coding	+	info1285	info1285	NA
Gene435	0.510677311846414	10	8	24	0.004	48_48.61	38.3	48.966	-10.666	34	48	-14	10	0.37165365708304	-3.281	-10.467	3.906	-3.281	3.667	1	651500	652500	protein_coding	+	info435	info435	NA
Gene172	0.511480979127547	10	9	38	0.006333	48_48.61	53.312	48.049	5.264	53.5	47	6.5	32	0.343049767714019	4.149	-4.413	12.711	4.149	4.369	1	257000	258000	non_coding	-	info172	info172	NA
Gene659	0.513040226731398	10	8	31	0.005167	48_48.61	50.957	48.415	2.541	52	46	6	23	0.93404957973957	0.369	-8.355	9.093	0.369	4.451	1	987500	988500	protein_coding	+	info659	info659	NA
Gene634	0.514541140945152	10	7	28	0.004667	48_48.61	43.25	48.993	-5.743	37.5	48.5	-11	20	0.337900226044	-4.372	-13.299	4.555	-4.372	4.555	1	950000	951000	non_coding	-	info634	info634	NA
Gene546	0.515332800497805	10	9	41	0.006833	48_48.61	54.667	48.011	6.656	53	48	5	27	0.336753256115542	3.484	-3.613	10.58	3.484	3.621	1	818000	819000	non_coding	-	info546	info546	NA
Gene189	0.515901060320892	10	10	25	0.004167	48_48.61	52.846	48.418	4.428	50	48	2	13	0.464639896544257	2.902	-4.866	10.669	2.902	3.963	1	282500	283500	protein_coding	+	info189	info189	NA
Gene822	0.517888846345699	10	10	27	0.0045	48_48.61	41	48.872	-7.872	28	48.5	-20.5	10	0.452606832469228	-2.453	-8.846	3.94	-2.453	3.262	1	1232000	1233000	non_coding	-	info822	info822	NA
Gene542	0.519237177660392	10	6	18	0.003	48_48.61	45.824	48.777	-2.954	50	48	2	17	0.543477947559153	-4.129	-17.432	9.175	-4.129	6.787	1	812000	813000	non_coding	-	info542	info542	NA
Gene10	0.519321750574117	10	8	29	0.004833	48_48.61	50.692	48.412	2.28	50.5	48	2.5	26	0.371336494805275	4.625	-5.499	14.749	4.625	5.165	1	14000	15000	non_coding	-	info10	info10	NA
Gene92	0.519515663363746	10	9	38	0.006333	48_48.61	45.517	48.941	-3.424	44	48	-4	29	0.343474929714084	-3.935	-12.063	4.193	-3.935	4.147	1	137000	138000	non_coding	-	info92	info92	NA
Gene15	0.519577910916765	10	9	39	0.0065	48_48.61	50.8	48.411	2.389	53	47	6	25	0.348063675855255	3.346	-3.631	10.323	3.346	3.56	1	21500	22500	protein_coding	+	info15	info15	NA
Gene996	0.520430990832372	10	8	37	0.006167	48_48.61	49.452	48.513	0.939	45	48	-3	31	0.460199490744511	3.189	-5.263	11.642	3.189	4.313	1	1493000	1494000	non_coding	-	info996	info996	NA
Gene1072	0.521706674055732	10	9	11	0.001833	48_48.61	34.25	48.804	-14.554	34.5	48.5	-14	4	0.393970792539539	-3.848	-12.683	4.987	-3.848	4.508	1	1607000	1608000	non_coding	-	info1072	info1072	NA
Gene740	0.521861321190091	10	10	43	0.007167	48_48.61	51.696	48.354	3.342	46	48	-2	23	0.753718064077278	0.939	-4.924	6.803	0.939	2.992	1	1109000	1110000	non_coding	-	info740	info740	NA
Gene106	0.522968553363303	10	10	34	0.005667	48_48.61	49.077	48.566	0.511	48.5	48	0.5	26	0.837079461722156	0.85	-7.249	8.95	0.85	4.132	1	158000	159000	non_coding	-	info106	info106	NA
Gene81	0.525291396934966	10	10	35	0.005833	48_48.61	56.579	48.071	8.508	51	48	3	19	0.382331037433546	3.102	-3.847	10.05	3.102	3.545	1	120500	121500	protein_coding	+	info81	info81	NA
Gene655	0.527456470968615	10	9	26	0.004333	48_48.61	55.643	48.266	7.377	51.5	48	3.5	14	0.34643164895446	3.823	-4.123	11.769	3.823	4.054	1	981500	982500	protein_coding	+	info655	info655	NA
Gene354	0.529763928577516	10	7	22	0.003667	48_48.61	46	48.767	-2.767	51	48	3	17	0.959699236682503	-0.27	-10.733	10.193	-0.27	5.339	1	530000	531000	non_coding	-	info354	info354	NA
Gene1248	0.530289573391926	10	10	26	0.004333	48_48.61	44.727	48.758	-4.031	39	48	-9	11	0.404767648627323	-2.578	-8.632	3.477	-2.578	3.089	1	1871000	1872000	non_coding	-	info1248	info1248	NA
Gene1058	0.530310330956541	10	7	32	0.005333	48_48.61	51.762	48.373	3.389	47	48	-1	21	0.707334916434625	1.55	-6.534	9.634	1.55	4.124	1	1586000	1587000	non_coding	-	info1058	info1058	NA
Gene1304	0.530625726461646	10	8	17	0.002833	48_48.61	60.7	48.193	12.507	66.5	47.5	19	10	0.366044948373936	4.681	-5.453	14.816	4.681	5.171	1	1955000	1956000	non_coding	-	info1304	info1304	NA
Gene1033	0.532032320919544	10	10	26	0.004333	48_48.61	44.217	48.975	-4.757	44	48	-4	23	0.697189537851303	-2.034	-12.27	8.202	-2.034	5.223	1	1548500	1549500	protein_coding	+	info1033	info1033	NA
Gene286	0.532423365335297	10	9	38	0.006333	48_48.61	42	49.057	-7.057	36	49	-13	19	0.380613503077569	-2.759	-8.917	3.399	-2.759	3.142	1	428000	429000	non_coding	-	info286	info286	NA
Gene137	0.533840615573521	10	10	26	0.004333	48_48.61	43.917	48.806	-4.889	42	48.5	-6.5	12	0.679910785411023	-1.603	-9.212	6.005	-1.603	3.882	1	204500	205500	protein_coding	+	info137	info137	NA
Gene315	0.535949383408018	10	8	34	0.005667	48_48.61	51.538	48.477	3.061	48	48	0	13	0.420873915585589	2.097	-3.002	7.196	2.097	2.602	1	471500	472500	protein_coding	+	info315	info315	NA
Gene1235	0.536050383814811	10	10	28	0.004667	48_48.61	46.478	48.787	-2.309	39	49	-10	23	0.92042584647066	-0.482	-9.926	8.963	-0.482	4.819	1	1851500	1852500	protein_coding	+	info1235	info1235	NA
Gene303	0.536236013061682	10	4	9	0.0015	48_48.61	45	48.696	-3.696	35	48	-13	7	0.405557837240282	-6.378	-21.386	8.63	-6.378	7.657	1	453500	454500	protein_coding	+	info303	info303	NA
Gene1277	0.536900823836347	10	10	30	0.005	48_48.61	43.75	49.033	-5.283	37	49	-12	24	0.455230979664892	-3.374	-12.218	5.47	-3.374	4.512	1	1914500	1915500	protein_coding	+	info1277	info1277	NA
Gene951	0.537413729938869	10	7	27	0.0045	48_48.61	52.364	48.467	3.897	57	48	9	11	0.556695990233175	-1.862	-8.062	4.339	-1.862	3.164	1	1425500	1426500	protein_coding	+	info951	info951	NA
Gene507	0.53775528935825	10	6	21	0.0035	48_48.61	56	48.166	7.834	54	48	6	17	0.371984829426348	5.007	-5.968	15.981	5.007	5.599	1	759500	760500	protein_coding	+	info507	info507	NA
Gene675	0.538613839782475	10	6	25	0.004167	48_48.61	43.375	49.065	-5.69	40.5	49	-8.5	24	0.345638323160754	-5.608	-17.245	6.028	-5.608	5.937	1	1011500	1012500	protein_coding	+	info675	info675	NA
Gene1176	0.539152581878209	10	10	29	0.004833	48_48.61	43.889	48.911	-5.022	38.5	48	-9.5	18	0.563296754126916	-2.307	-10.121	5.508	-2.307	3.987	1	1763000	1764000	non_coding	-	info1176	info1176	NA
Gene613	0.539181183358639	10	9	36	0.006	48_48.61	45.65	48.821	-3.171	42.5	48.5	-6	20	0.461843357449197	-2.518	-9.215	4.18	-2.518	3.417	1	918500	919500	protein_coding	+	info613	info613	NA
Gene212	0.541163759330761	10	7	27	0.0045	48_48.61	44.235	48.873	-4.637	44	48	-4	17	0.39813554388066	-3.388	-11.236	4.46	-3.388	4.004	1	317000	318000	non_coding	-	info212	info212	NA
Gene1245	0.542939801847334	10	8	15	0.0025	48_48.61	43.4	48.79	-5.39	40.5	48	-7.5	10	0.857422837090096	0.959	-9.499	11.417	0.959	5.336	1	1866500	1867500	protein_coding	+	info1245	info1245	NA
Gene463	0.54506773158471	10	8	25	0.004167	48_48.61	53.389	48.305	5.084	60	47.5	12.5	18	0.371906291086	4.206	-5.012	13.423	4.206	4.703	1	693500	694500	protein_coding	+	info463	info463	NA
Gene559	0.545129109408611	10	10	34	0.005667	48_48.61	50.333	48.48	1.853	54	47	7	21	0.394247173312139	3.178	-4.123	10.479	3.178	3.725	1	837500	838500	protein_coding	+	info559	info559	NA
Gene658	0.545761487891977	10	10	38	0.006333	48_48.61	46.269	48.832	-2.563	52	47.5	4.5	26	0.676634880099461	1.274	-4.708	7.256	1.274	3.052	1	986000	987000	non_coding	-	info658	info658	NA
Gene828	0.547230044068589	10	8	32	0.005333	48_48.61	55.96	47.942	8.018	51	47	4	25	0.365625455896825	4.068	-4.731	12.866	4.068	4.489	1	1241000	1242000	non_coding	-	info828	info828	NA
Gene968	0.547829840889269	10	8	27	0.0045	48_48.61	51.474	48.416	3.057	58	48	10	19	0.623927416676181	-2.154	-10.758	6.449	-2.154	4.39	1	1451000	1452000	non_coding	-	info968	info968	NA
Gene388	0.548355193834907	10	8	27	0.0045	48_48.61	55.474	48.146	7.328	51	48	3	19	0.381297747970954	3.965	-4.898	12.828	3.965	4.522	1	581000	582000	non_coding	-	info388	info388	NA
Gene1252	0.549773384972055	10	10	38	0.006333	48_48.61	53.484	48.048	5.436	46	48	-2	31	0.658985247838995	1.893	-6.504	10.289	1.893	4.284	1	1877000	1878000	non_coding	-	info1252	info1252	NA
Gene386	0.549991942136778	10	8	31	0.005167	48_48.61	52.519	48.223	4.295	50	47	3	27	0.389605076753039	4.245	-5.412	13.902	4.245	4.927	1	578000	579000	non_coding	-	info386	info386	NA
Gene492	0.550402216645591	10	9	39	0.0065	48_48.61	44.5	49.033	-4.533	38	49	-11	28	0.377885844596492	-3.241	-10.435	3.952	-3.241	3.67	1	737000	738000	non_coding	-	info492	info492	NA
Gene726	0.551908724775132	10	9	29	0.004833	48_48.61	51.875	48.326	3.549	52.5	47.5	5	24	0.722876639383343	1.735	-7.845	11.315	1.735	4.888	1	1088000	1089000	non_coding	-	info726	info726	NA
Gene889	0.552275983829474	10	9	39	0.0065	48_48.61	44.522	48.949	-4.428	48	48	0	23	0.376569147542174	-3.06	-9.834	3.713	-3.06	3.456	1	1332500	1333500	protein_coding	+	info889	info889	NA
Gene600	0.552785186409472	10	4	10	0.001667	48_48.61	58.111	48.316	9.795	62	48	14	9	0.388931331261794	7.421	-9.436	24.278	7.421	8.601	1	899000	900000	non_coding	-	info600	info600	NA
Gene1122	0.553618232929187	10	10	23	0.003833	48_48.61	42.333	48.872	-6.538	34	48	-14	12	0.438001938436008	-3.149	-11.095	4.798	-3.149	4.054	1	1682000	1683000	non_coding	-	info1122	info1122	NA
Gene1142	0.553666522992577	10	10	28	0.004667	48_48.61	54.929	48.301	6.628	59.5	48	11.5	14	0.415713631296646	3.195	-4.488	10.878	3.195	3.92	1	1712000	1713000	non_coding	-	info1142	info1142	NA
Gene1116	0.554388272074013	10	10	26	0.004333	48_48.61	38.875	49.158	-10.283	38.5	48.5	-10	16	0.365216755361021	-3.982	-12.589	4.624	-3.982	4.391	1	1673000	1674000	non_coding	-	info1116	info1116	NA
Gene1167	0.558240395370273	10	7	27	0.0045	48_48.61	51.63	48.311	3.318	56	48	8	27	0.662092686918436	2.592	-9.022	14.207	2.592	5.926	1	1749500	1750500	protein_coding	+	info1167	info1167	NA
Gene907	0.558452469879594	10	8	31	0.005167	48_48.61	52.444	48.365	4.079	50	48	2	18	0.966536858726721	-0.155	-7.375	7.065	-0.155	3.684	1	1359500	1360500	protein_coding	+	info907	info907	NA
Gene556	0.559327512243541	10	10	43	0.007167	48_48.61	44.385	49.011	-4.626	42	49	-7	26	0.401295051988106	-2.713	-9.04	3.614	-2.713	3.228	1	833000	834000	non_coding	-	info556	info556	NA
Gene772	0.55950876423831	10	10	26	0.004333	48_48.61	48.867	48.596	0.27	50	48	2	15	0.807931423973549	-0.973	-8.81	6.864	-0.973	3.999	1	1157000	1158000	non_coding	-	info772	info772	NA
Gene854	0.56049630113755	10	8	40	0.006667	48_48.61	51.103	48.343	2.76	56	48	8	29	0.861813087519604	0.682	-6.992	8.356	0.682	3.915	1	1280000	1281000	non_coding	-	info854	info854	NA
Gene1310	0.560851035578047	10	10	24	0.004	48_48.61	43.286	49.011	-5.725	39	48	-9	21	0.358704224748059	-4.904	-15.359	5.552	-4.904	5.334	1	1964000	1965000	non_coding	-	info1310	info1310	NA
Gene1196	0.561320781948191	10	9	26	0.004333	48_48.61	40.136	49.281	-9.144	40.5	49	-8.5	22	0.321410018211867	-5.162	-15.349	5.024	-5.162	5.197	1	1793000	1794000	non_coding	-	info1196	info1196	NA
Gene751	0.56160736289151	10	8	25	0.004167	48_48.61	43.389	48.943	-5.554	44	48.5	-4.5	18	0.400506151310648	-3.771	-12.548	5.007	-3.771	4.478	1	1125500	1126500	protein_coding	+	info751	info751	NA
Gene1217	0.562112349140223	10	7	34	0.005667	48_48.61	45.273	48.874	-3.601	39.5	48	-8.5	22	0.383897303973386	-3.521	-11.435	4.393	-3.521	4.038	1	1824500	1825500	protein_coding	+	info1217	info1217	NA
Gene1148	0.563693931124954	10	9	32	0.005333	48_48.61	43.938	48.873	-4.936	44.5	48	-3.5	16	0.40457709512255	-2.771	-9.278	3.736	-2.771	3.32	1	1721000	1722000	non_coding	-	info1148	info1148	NA
Gene263	0.564408792700635	10	10	48	0.008	48_48.61	43.629	49.268	-5.639	39	49	-10	35	0.383938239871143	-2.697	-8.758	3.365	-2.697	3.093	1	393500	394500	protein_coding	+	info263	info263	NA
Gene931	0.564419654545375	10	10	29	0.004833	48_48.61	40.733	49.025	-8.291	40	48	-8	15	0.945330390944204	0.201	-5.552	5.954	0.201	2.935	1	1395500	1396500	protein_coding	+	info931	info931	NA
Gene529	0.565418866493487	10	6	23	0.003833	48_48.61	50.938	48.479	2.459	49	48	1	16	0.931114517057465	0.429	-9.292	10.15	0.429	4.96	1	792500	793500	protein_coding	+	info529	info529	NA
Gene567	0.568287767050055	10	7	32	0.005333	48_48.61	46.833	48.723	-1.89	36.5	49	-12.5	18	0.857682067438887	0.644	-6.388	7.676	0.644	3.588	1	849500	850500	protein_coding	+	info567	info567	NA
Gene458	0.568897865443099	10	6	18	0.003	48_48.61	41.615	48.927	-7.311	28	48	-20	13	0.373434554006979	-5.051	-16.156	6.055	-5.051	5.666	1	686000	687000	non_coding	-	info458	info458	NA
Gene728	0.569135099939243	10	10	21	0.0035	48_48.61	43.25	48.757	-5.507	35.5	48	-12.5	8	0.859874609787369	-0.661	-7.994	6.671	-0.661	3.741	1	1091000	1092000	non_coding	-	info728	info728	NA
Gene461	0.570156014088651	10	10	30	0.005	48_48.61	47.846	48.645	-0.798	50	48	2	13	0.536694350726693	-1.657	-6.907	3.593	-1.657	2.679	1	690500	691500	protein_coding	+	info461	info461	NA
Gene371	0.570217004520506	10	10	35	0.005833	48_48.61	49.5	48.56	0.94	46	48	-2	16	0.57063448379054	1.874	-4.596	8.345	1.874	3.301	1	555500	556500	protein_coding	+	info371	info371	NA
Gene129	0.571315899236816	10	10	43	0.007167	48_48.61	44.2	49.1	-4.9	46.5	48	-1.5	30	0.405467463377343	-3.092	-10.365	4.182	-3.092	3.711	1	192500	193500	protein_coding	+	info129	info129	NA
Gene1308	0.571393705083936	10	10	43	0.007167	48_48.61	56.2	48.211	7.989	51	48	3	15	0.923354126120635	-0.201	-4.296	3.894	-0.201	2.089	1	1961000	1962000	non_coding	-	info1308	info1308	NA
Gene762	0.57231696601667	10	7	30	0.005	48_48.61	51.269	48.358	2.912	48	48	0	26	0.537928824379115	3.087	-6.724	12.897	3.087	5.005	1	1142000	1143000	non_coding	-	info762	info762	NA
Gene9	0.572831104396242	10	8	20	0.003333	48_48.61	56	48.329	7.671	56	48	8	11	0.381115425321404	4.179	-5.158	13.516	4.179	4.764	1	12500	13500	protein_coding	+	info9	info9	NA
Gene1105	0.573150268879257	10	10	45	0.0075	48_48.61	50.29	48.416	1.874	48	48	0	31	0.921459966844832	-0.342	-7.125	6.442	-0.342	3.461	1	1656500	1657500	protein_coding	+	info1105	info1105	NA
Gene506	0.573170987495905	10	10	28	0.004667	48_48.61	48.765	48.601	0.164	39	49	-10	17	0.589703499881362	-2.203	-10.199	5.794	-2.203	4.08	1	758000	759000	non_coding	-	info506	info506	NA
Gene960	0.573264895548202	10	7	23	0.003833	48_48.61	56.176	48.155	8.021	51	47	4	17	0.415530651215855	4.164	-5.845	14.173	4.164	5.107	1	1439000	1440000	non_coding	-	info960	info960	NA
Gene230	0.573962530847227	10	9	36	0.006	48_48.61	39.364	49.342	-9.978	34	49	-15	22	0.419157720835087	-2.893	-9.901	4.115	-2.893	3.576	1	344000	345000	non_coding	-	info230	info230	NA
Gene335	0.574466938234535	10	10	44	0.007333	48_48.61	50.121	48.423	1.698	49	48	1	33	0.397080155898184	2.834	-3.716	9.385	2.834	3.342	1	501500	502500	protein_coding	+	info335	info335	NA
Gene1112	0.574716903249382	10	9	37	0.006167	48_48.61	42.577	49.182	-6.606	41.5	48	-6.5	26	0.428547385367121	-3.038	-10.55	4.473	-3.038	3.832	1	1667000	1668000	non_coding	-	info1112	info1112	NA
Gene680	0.574868197470315	10	9	35	0.005833	48_48.61	48.667	48.604	0.062	44	48	-4	27	0.544860388507525	2.437	-5.443	10.317	2.437	4.02	1	1019000	1020000	non_coding	-	info680	info680	NA
Gene1238	0.576229686490849	10	10	29	0.004833	48_48.61	45.455	48.86	-3.405	42	48	-6	22	0.47162507748308	-3.103	-11.542	5.336	-3.103	4.306	1	1856000	1857000	non_coding	-	info1238	info1238	NA
Gene1126	0.57926144078688	10	8	23	0.003833	48_48.61	58.462	48.164	10.298	71	47	24	13	0.426341176657339	3.331	-4.865	11.527	3.331	4.182	1	1688000	1689000	non_coding	-	info1126	info1126	NA
Gene1084	0.580687279622139	10	8	31	0.005167	48_48.61	54.591	48.137	6.454	57	47	10	22	0.394627378721813	3.617	-4.698	11.931	3.617	4.242	1	1625000	1626000	non_coding	-	info1084	info1084	NA
Gene374	0.583285913145316	10	10	51	0.0085	48_48.61	45.31	48.963	-3.653	39	49	-10	29	0.417665631992687	-2.297	-7.844	3.25	-2.297	2.83	1	560000	561000	non_coding	-	info374	info374	NA
Gene720	0.583349902779476	10	6	21	0.0035	48_48.61	49.467	48.565	0.902	56	48	8	15	0.693443933116815	2.002	-7.943	11.947	2.002	5.074	1	1079000	1080000	non_coding	-	info720	info720	NA
Gene738	0.583445738680885	10	8	14	0.002333	48_48.61	44.9	48.738	-3.838	49.5	48	1.5	10	0.399745653026158	-5.122	-17.027	6.783	-5.122	6.074	1	1106000	1107000	non_coding	-	info738	info738	NA
Gene904	0.583487161952974	10	7	10	0.001667	48_48.61	56.25	48.507	7.743	60	48	12	4	0.872615916168367	0.899	-10.083	11.881	0.899	5.603	1	1355000	1356000	non_coding	-	info904	info904	NA
