SetID	P.value	N.Marker.All	N.Marker.Test	MAC	m	Method.bin	MAP	cases_cMAC	cases_cMAF	controls_cMAC	controls_cMAF	no_of_carriers	enrichment_ratio	P_regression	OR_noOfMutations	OR_L95	OR_U95	eff_estimate	eff_stdErr	chr	start	end	gene_type	strand	additional_info1	additional_info2	exome_wide_check
Gene52	0.51515084233068	10	8	23	13	ER.A	-1	12	0.006186	11	0.00534	13	1.158	0.864580793541815	1.051	0.592	1.865	0.05	0.293	1	77000	78000	non_coding	-	info52	info52	NA
Gene361	0.515561597568312	10	10	19	10	ER	0.000100101815904376	5	0.002577	14	0.006796	10	0.379	0.293006348562468	0.688	0.342	1.382	-0.374	0.356	1	540500	541500	protein_coding	+	info361	info361	NA
Gene899	0.515827724651694	10	6	11	9	ER	0.000559212329662775	4	0.002062	7	0.003398	9	0.607	0.349313220717797	0.59	0.196	1.78	-0.527	0.563	1	1347500	1348500	protein_coding	+	info899	info899	NA
Gene617	0.516843817678618	10	8	29	22	ER.A	-1	15	0.007732	14	0.006796	22	1.138	0.609383778445434	1.179	0.627	2.215	0.164	0.322	1	924500	925500	protein_coding	+	info617	info617	NA
Gene1040	0.517764751560332	10	10	33	18	ER.A	-1	18	0.009278	15	0.007282	18	1.274	0.690502125674789	1.098	0.694	1.736	0.093	0.234	1	1559000	1560000	non_coding	-	info1040	info1040	NA
Gene1287	0.520441854865683	10	8	15	10	ER	6.31868395762871e-05	9	0.004639	6	0.002913	10	1.593	0.445620105157122	1.388	0.598	3.225	0.328	0.43	1	1929500	1930500	protein_coding	+	info1287	info1287	NA
Gene103	0.521263445491575	10	7	24	13	ER.A	-1	15	0.007732	9	0.004369	13	1.77	0.407408198860457	1.246	0.741	2.095	0.22	0.265	1	153500	154500	protein_coding	+	info103	info103	NA
Gene1138	0.52130026558267	10	7	23	14	ER.A	-1	14	0.007216	9	0.004369	14	1.652	0.383660501380513	1.34	0.694	2.586	0.292	0.336	1	1706000	1707000	non_coding	-	info1138	info1138	NA
Gene433	0.521430579346651	10	9	32	17	ER.A	-1	18	0.009278	14	0.006796	17	1.365	0.480462891548174	1.198	0.725	1.98	0.181	0.256	1	648500	649500	protein_coding	+	info433	info433	NA
Gene186	0.521703067236018	10	10	29	22	ER.A	-1	12	0.006186	17	0.008252	22	0.75	0.395555936307194	0.754	0.393	1.446	-0.282	0.332	1	278000	279000	non_coding	-	info186	info186	NA
Gene888	0.521751106296404	10	10	28	22	ER.A	-1	11	0.00567	17	0.008252	22	0.687	0.35773483234552	0.737	0.384	1.413	-0.306	0.332	1	1331000	1332000	non_coding	-	info888	info888	NA
Gene594	0.522596073606798	10	10	29	16	ER.A	-1	11	0.00567	18	0.008738	16	0.649	0.80630685926707	0.943	0.589	1.509	-0.059	0.24	1	890000	891000	non_coding	-	info594	info594	NA
Gene56	0.523691042530281	10	8	24	22	ER.A	-1	13	0.006701	11	0.00534	22	1.255	0.402025231374753	1.41	0.631	3.152	0.344	0.41	1	83000	84000	non_coding	-	info56	info56	NA
Gene1087	0.523741676958102	10	7	17	13	ER	1.19148839996349e-05	6	0.003093	11	0.00534	13	0.579	0.398017213502447	0.691	0.293	1.63	-0.37	0.438	1	1629500	1630500	protein_coding	+	info1087	info1087	NA
Gene1249	0.523984082054423	10	9	19	18	ER	5.1202874008792e-07	10	0.005155	9	0.004369	18	1.18	0.887593904277704	1.068	0.427	2.676	0.066	0.468	1	1872500	1873500	protein_coding	+	info1249	info1249	NA
Gene1003	0.525703438605416	10	8	17	8	ER	0.000733859174271738	5	0.002577	12	0.005825	8	0.442	0.413014238153953	0.739	0.358	1.525	-0.302	0.369	1	1503500	1504500	protein_coding	+	info1003	info1003	NA
Gene1213	0.528003234166589	10	7	22	16	ER.A	-1	14	0.007216	8	0.003883	16	1.858	0.332407911631348	1.445	0.686	3.043	0.368	0.38	1	1818500	1819500	protein_coding	+	info1213	info1213	NA
Gene983	0.528228993735291	10	7	13	7	ER	0.00151780746219727	3	0.001546	10	0.004854	7	0.319	0.395168039082631	0.665	0.259	1.704	-0.409	0.48	1	1473500	1474500	protein_coding	+	info983	info983	NA
Gene370	0.529305030248377	10	7	12	6	ER	0.00259376003249844	7	0.003608	5	0.002427	6	1.487	0.618234352274655	1.226	0.55	2.731	0.204	0.409	1	554000	555000	non_coding	-	info370	info370	NA
Gene1092	0.532134220533799	10	8	13	5	ER	0.0124447064331956	4	0.002062	9	0.004369	5	0.472	0.380907964058448	0.742	0.381	1.445	-0.298	0.34	1	1637000	1638000	non_coding	-	info1092	info1092	NA
Gene750	0.533463354673185	10	9	22	15	ER.A	-1	10	0.005155	12	0.005825	15	0.885	0.804084523304331	0.926	0.506	1.695	-0.076	0.308	1	1124000	1125000	non_coding	-	info750	info750	NA
Gene608	0.53366355572829	10	7	19	12	ER	3.69045999873424e-05	8	0.004124	11	0.00534	12	0.772	0.737071276519502	0.891	0.455	1.747	-0.115	0.343	1	911000	912000	non_coding	-	info608	info608	NA
Gene1405	0.536117785629678	10	8	26	19	ER.A	-1	10	0.005155	16	0.007767	19	0.664	0.375153692786713	0.737	0.376	1.445	-0.305	0.343	1	2106500	2107500	protein_coding	+	info1405	info1405	NA
Gene259	0.536679567684074	10	7	16	13	ER	2.03017804735614e-05	10	0.005155	6	0.002913	13	1.77	0.305009019146887	1.616	0.646	4.045	0.48	0.468	1	387500	388500	protein_coding	+	info259	info259	NA
Gene825	0.537295030060284	10	9	25	22	ER.A	-1	14	0.007216	11	0.00534	22	1.351	0.315711193086619	1.478	0.689	3.174	0.391	0.39	1	1236500	1237500	protein_coding	+	info825	info825	NA
Gene1084	0.537561200412801	10	10	28	15	ER.A	-1	11	0.00567	17	0.008252	15	0.687	0.364867645966383	0.78	0.456	1.334	-0.248	0.274	1	1625000	1626000	non_coding	-	info1084	info1084	NA
Gene573	0.537614642974623	10	7	21	10	ER.A	-1	8	0.004124	13	0.006311	10	0.653	0.466721936211984	0.807	0.454	1.437	-0.214	0.294	1	858500	859500	protein_coding	+	info573	info573	NA
Gene1386	0.538140268332602	10	10	24	18	ER.A	-1	14	0.007216	10	0.004854	18	1.487	0.365014403450273	1.369	0.694	2.704	0.314	0.347	1	2078000	2079000	non_coding	-	info1386	info1386	NA
Gene972	0.538367300539438	10	3	3	2	ER	0.0784498335004997	0	0	3	0.001456	2	0	0.984351749076558	0	0	Inf	-13.933	710.372	1	1457000	1458000	non_coding	-	info972	info972	NA
Gene39	0.538498531386005	10	3	3	2	ER	0.0876514481997478	3	0.001546	0	0	2	Inf	0.988932762115052	5205561.452	0	Inf	15.465	1114.919	1	57500	58500	protein_coding	+	info39	info39	NA
Gene422	0.539722167563013	10	8	14	11	ER	3.11552919884577e-05	4	0.002062	10	0.004854	11	0.425	0.325206470209679	0.61	0.228	1.632	-0.494	0.502	1	632000	633000	non_coding	-	info422	info422	NA
Gene760	0.543304238671492	10	10	30	20	ER.A	-1	18	0.009278	12	0.005825	20	1.593	0.357223806521499	1.306	0.74	2.305	0.267	0.29	1	1139000	1140000	non_coding	-	info760	info760	NA
Gene102	0.543620657764733	10	4	4	2	ER	0.0857044504900776	0	0	4	0.001942	2	0	0.986297377366438	0	0	Inf	-15.065	877.16	1	152000	153000	non_coding	-	info102	info102	NA
Gene1007	0.544306985416158	10	6	9	8	ER	0.0017511411969629	6	0.003093	3	0.001456	8	2.124	0.368146434523616	1.868	0.479	7.281	0.625	0.694	1	1509500	1510500	protein_coding	+	info1007	info1007	NA
Gene562	0.544328229177671	10	3	8	8	ER	0.00122268667535389	5	0.002577	3	0.001456	8	1.77	0.418763476338217	1.844	0.418	8.13	0.612	0.757	1	842000	843000	non_coding	-	info562	info562	NA
Gene1032	0.544597355960295	10	10	22	16	ER.A	-1	8	0.004124	14	0.006796	16	0.607	0.316162699411709	0.69	0.334	1.426	-0.371	0.37	1	1547000	1548000	non_coding	-	info1032	info1032	NA
Gene1121	0.544643502375632	10	9	19	12	ER	4.75642615545581e-05	11	0.00567	8	0.003883	12	1.46	0.675030310654487	1.162	0.576	2.344	0.15	0.358	1	1680500	1681500	protein_coding	+	info1121	info1121	NA
Gene151	0.54487784312771	10	9	24	18	ER.A	-1	8	0.004124	16	0.007767	18	0.531	0.334226622638974	0.695	0.331	1.456	-0.365	0.378	1	225500	226500	protein_coding	+	info151	info151	NA
Gene470	0.545114476832625	10	6	21	19	ER.A	-1	11	0.00567	10	0.004854	19	1.168	0.770376364231266	1.133	0.491	2.614	0.125	0.427	1	704000	705000	non_coding	-	info470	info470	NA
Gene1082	0.545553446714846	10	8	15	10	ER	0.000222366031169857	10	0.005155	5	0.002427	10	2.124	0.437276479599435	1.383	0.61	3.133	0.324	0.417	1	1622000	1623000	non_coding	-	info1082	info1082	NA
Gene540	0.546588377166611	10	10	30	7	ER.A	-1	10	0.005155	20	0.009709	7	0.531	0.447233836402175	0.871	0.609	1.244	-0.138	0.182	1	809000	810000	non_coding	-	info540	info540	NA
Gene1275	0.546739604195201	10	10	22	15	ER.A	-1	12	0.006186	10	0.004854	15	1.274	0.690771593590108	1.135	0.609	2.116	0.126	0.318	1	1911500	1912500	protein_coding	+	info1275	info1275	NA
Gene185	0.548494047536894	10	10	34	19	ER.A	-1	17	0.008763	17	0.008252	19	1.062	0.861690020841769	0.958	0.59	1.554	-0.043	0.247	1	276500	277500	protein_coding	+	info185	info185	NA
Gene1312	0.549100540438652	10	9	17	13	ER	1.5856724065095e-05	10	0.005155	7	0.003398	13	1.517	0.370229138553293	1.444	0.646	3.226	0.367	0.41	1	1967000	1968000	non_coding	-	info1312	info1312	NA
Gene129	0.549134193372042	10	10	21	13	ER.A	-1	7	0.003608	14	0.006796	13	0.531	0.358963499201496	0.731	0.374	1.428	-0.314	0.342	1	192500	193500	protein_coding	+	info129	info129	NA
Gene747	0.549144525585163	10	9	19	16	ER	2.21716194496807e-06	9	0.004639	10	0.004854	16	0.956	0.692023432500895	0.845	0.368	1.942	-0.168	0.424	1	1119500	1120500	protein_coding	+	info747	info747	NA
Gene928	0.549804250962946	10	7	20	12	ER	6.16673094696765e-05	10	0.005155	10	0.004854	12	1.062	0.961065326053639	0.984	0.524	1.849	-0.016	0.322	1	1391000	1392000	non_coding	-	info928	info928	NA
Gene1319	0.550263796796734	10	10	25	17	ER.A	-1	11	0.00567	14	0.006796	17	0.834	0.904222321619506	0.965	0.544	1.715	-0.035	0.293	1	1977500	1978500	protein_coding	+	info1319	info1319	NA
Gene1034	0.550302750969652	10	9	30	16	ER.A	-1	13	0.006701	17	0.008252	16	0.812	0.788715022759826	0.931	0.551	1.574	-0.072	0.268	1	1550000	1551000	non_coding	-	info1034	info1034	NA
Gene365	0.550813833422062	10	10	29	17	ER.A	-1	13	0.006701	16	0.007767	17	0.863	0.953605714264738	0.986	0.608	1.599	-0.014	0.247	1	546500	547500	protein_coding	+	info365	info365	NA
Gene1204	0.551943157570687	10	4	13	9	ER	0.000717544228877726	5	0.002577	8	0.003883	9	0.664	0.46702098594048	0.712	0.285	1.779	-0.34	0.467	1	1805000	1806000	non_coding	-	info1204	info1204	NA
Gene733	0.552066510523797	10	10	16	5	ER	0.0116725470475999	7	0.003608	9	0.004369	5	0.826	0.666907480803956	0.906	0.577	1.422	-0.099	0.23	1	1098500	1099500	protein_coding	+	info733	info733	NA
Gene1091	0.55208117185275	10	8	18	11	ER	0.00020213641306119	12	0.006186	6	0.002913	11	2.124	0.311479062893978	1.476	0.694	3.137	0.389	0.385	1	1635500	1636500	protein_coding	+	info1091	info1091	NA
Gene1046	0.553232259109111	10	10	25	17	ER.A	-1	14	0.007216	11	0.00534	17	1.351	0.560266613800657	1.207	0.64	2.276	0.188	0.323	1	1568000	1569000	non_coding	-	info1046	info1046	NA
Gene926	0.553710125599889	10	10	31	17	ER.A	-1	19	0.009794	12	0.005825	17	1.681	0.368468956835245	1.251	0.768	2.038	0.224	0.249	1	1388000	1389000	non_coding	-	info926	info926	NA
Gene934	0.553848104884764	10	6	17	10	ER	0.000256947614796028	6	0.003093	11	0.00534	10	0.579	0.437313153889243	0.763	0.386	1.51	-0.27	0.348	1	1400000	1401000	non_coding	-	info934	info934	NA
Gene318	0.554055856563657	10	5	8	7	ER	0.00344334470980854	4	0.002062	4	0.001942	7	1.062	0.969975820510157	1.025	0.282	3.729	0.025	0.659	1	476000	477000	non_coding	-	info318	info318	NA
Gene204	0.55438138372561	10	10	19	8	ER	0.000911463345531189	13	0.006701	6	0.002913	8	2.3	0.512847761444936	1.21	0.683	2.143	0.191	0.291	1	305000	306000	non_coding	-	info204	info204	NA
Gene344	0.554584180749871	10	10	13	7	ER	0.00306065695738141	9	0.004639	4	0.001942	7	2.389	0.315137010244019	1.49	0.684	3.247	0.399	0.397	1	515000	516000	non_coding	-	info344	info344	NA
Gene1117	0.555442055056079	10	9	15	8	ER	0.000679664670610071	9	0.004639	6	0.002913	8	1.593	0.509787706887426	1.25	0.644	2.427	0.223	0.338	1	1674500	1675500	protein_coding	+	info1117	info1117	NA
Gene558	0.555973905346007	10	9	19	17	ER	2.10285587651047e-07	7	0.003608	12	0.005825	17	0.619	0.462537306416473	0.714	0.291	1.752	-0.336	0.458	1	836000	837000	non_coding	-	info558	info558	NA
Gene828	0.556073477261047	10	5	16	10	ER	0.000289209798471009	10	0.005155	6	0.002913	10	1.77	0.360090988443237	1.45	0.654	3.215	0.372	0.406	1	1241000	1242000	non_coding	-	info828	info828	NA
Gene1113	0.556442470857664	10	8	17	13	ER	1.45999274529735e-05	6	0.003093	11	0.00534	13	0.579	0.353512166786161	0.658	0.272	1.592	-0.418	0.451	1	1668500	1669500	protein_coding	+	info1113	info1113	NA
Gene916	0.558704969180797	10	8	23	6	ER.A	-1	14	0.007216	9	0.004369	6	1.652	0.446408549099579	1.165	0.786	1.728	0.153	0.201	1	1373000	1374000	non_coding	-	info916	info916	NA
Gene1327	0.559134851825699	10	7	20	14	ER	8.82492588874898e-06	8	0.004124	12	0.005825	14	0.708	0.391003258846157	0.718	0.338	1.529	-0.331	0.385	1	1989500	1990500	protein_coding	+	info1327	info1327	NA
Gene322	0.560109789609806	10	8	19	15	ER	3.47093781297215e-06	9	0.004639	10	0.004854	15	0.956	0.903807921851693	0.954	0.444	2.049	-0.047	0.39	1	482000	483000	non_coding	-	info322	info322	NA
Gene1075	0.560200543543974	10	7	25	18	ER.A	-1	9	0.004639	16	0.007767	18	0.597	0.330992863542136	0.706	0.35	1.424	-0.348	0.358	1	1611500	1612500	protein_coding	+	info1075	info1075	NA
Gene76	0.560237513017418	10	8	21	18	ER.A	-1	8	0.004124	13	0.006311	18	0.653	0.354616772890858	0.675	0.293	1.552	-0.394	0.425	1	113000	114000	non_coding	-	info76	info76	NA
Gene584	0.562785603086848	10	7	18	10	ER	0.000162026517606928	11	0.00567	7	0.003398	10	1.669	0.352744904853108	1.366	0.708	2.637	0.312	0.336	1	875000	876000	non_coding	-	info584	info584	NA
Gene1330	0.56303787353431	10	10	30	11	ER.A	-1	18	0.009278	12	0.005825	11	1.593	0.415330811778952	1.191	0.782	1.816	0.175	0.215	1	1994000	1995000	non_coding	-	info1330	info1330	NA
Gene1436	0.563388572822716	10	9	26	13	ER.A	-1	9	0.004639	17	0.008252	13	0.562	0.387670429019999	0.779	0.443	1.372	-0.249	0.288	1	2153000	2154000	non_coding	-	info1436	info1436	NA
Gene258	0.564057501074248	10	10	23	15	ER.A	-1	13	0.006701	10	0.004854	15	1.381	0.40346173069891	1.289	0.71	2.339	0.254	0.304	1	386000	387000	non_coding	-	info258	info258	NA
Gene1341	0.564311175884039	10	10	18	12	ER	5.54905769369902e-05	12	0.006186	6	0.002913	12	2.124	0.333930355132318	1.459	0.678	3.138	0.378	0.391	1	2010500	2011500	protein_coding	+	info1341	info1341	NA
Gene268	0.564471131539608	10	9	25	19	ER.A	-1	9	0.004639	16	0.007767	19	0.597	0.47957104788505	0.773	0.379	1.577	-0.257	0.363	1	401000	402000	non_coding	-	info268	info268	NA
Gene742	0.564756297790702	10	8	17	15	ER	6.19878851508579e-06	10	0.005155	7	0.003398	15	1.517	0.487721171771029	1.388	0.55	3.508	0.328	0.473	1	1112000	1113000	non_coding	-	info742	info742	NA
Gene1317	0.565948283747773	10	6	13	11	ER	0.000180972738284057	5	0.002577	8	0.003883	11	0.664	0.459466612693935	0.675	0.238	1.912	-0.393	0.531	1	1974500	1975500	protein_coding	+	info1317	info1317	NA
Gene189	0.566050933325826	10	10	33	18	ER.A	-1	13	0.006701	20	0.009709	18	0.69	0.397714539443345	0.802	0.48	1.338	-0.221	0.261	1	282500	283500	protein_coding	+	info189	info189	NA
Gene479	0.566053413336854	10	7	18	11	ER	0.000126411692058997	7	0.003608	11	0.00534	11	0.676	0.466911296232514	0.768	0.378	1.562	-0.263	0.362	1	717500	718500	protein_coding	+	info479	info479	NA
Gene61	0.566949811733359	10	9	14	7	ER	0.00180706125167844	6	0.003093	8	0.003883	7	0.797	0.838351173557491	0.928	0.452	1.904	-0.075	0.367	1	90500	91500	protein_coding	+	info61	info61	NA
Gene37	0.568623828811421	10	10	28	17	ER.A	-1	13	0.006701	15	0.007282	17	0.92	0.687325707580904	0.901	0.544	1.494	-0.104	0.258	1	54500	55500	protein_coding	+	info37	info37	NA
Gene374	0.568790690245205	10	10	32	21	ER.A	-1	13	0.006701	19	0.009223	21	0.727	0.382642680839493	0.789	0.463	1.344	-0.238	0.272	1	560000	561000	non_coding	-	info374	info374	NA
Gene644	0.569058309522306	10	6	19	14	ER	8.94989655512716e-06	7	0.003608	12	0.005825	14	0.619	0.379091625770928	0.702	0.319	1.545	-0.354	0.403	1	965000	966000	non_coding	-	info644	info644	NA
Gene406	0.569323198047061	10	8	24	16	ER.A	-1	12	0.006186	12	0.005825	16	1.062	0.837662105928045	1.071	0.555	2.066	0.069	0.335	1	608000	609000	non_coding	-	info406	info406	NA
Gene1359	0.569426515021343	10	3	7	7	ER	0.00219364276031314	3	0.001546	4	0.001942	7	0.796	0.800916076616835	0.82	0.175	3.836	-0.199	0.787	1	2037500	2038500	protein_coding	+	info1359	info1359	NA
Gene233	0.570054453990108	10	9	24	11	ER.A	-1	8	0.004124	16	0.007767	11	0.531	0.412846185413175	0.792	0.453	1.384	-0.233	0.285	1	348500	349500	protein_coding	+	info233	info233	NA
Gene183	0.5702032554127	10	10	25	17	ER.A	-1	12	0.006186	13	0.006311	17	0.98	0.941340822032334	0.979	0.55	1.742	-0.022	0.294	1	273500	274500	protein_coding	+	info183	info183	NA
Gene350	0.570960589890842	10	8	25	19	ER.A	-1	9	0.004639	16	0.007767	19	0.597	0.38574784460916	0.728	0.356	1.491	-0.317	0.365	1	524000	525000	non_coding	-	info350	info350	NA
Gene612	0.57161663628887	10	6	13	13	ER	1.91917792743207e-05	7	0.003608	6	0.002913	13	1.239	0.652081515192624	1.305	0.41	4.154	0.266	0.591	1	917000	918000	non_coding	-	info612	info612	NA
Gene1406	0.571942370677463	10	4	13	9	ER	0.000539635655658665	5	0.002577	8	0.003883	9	0.664	0.481786299260757	0.717	0.284	1.81	-0.332	0.472	1	2108000	2109000	non_coding	-	info1406	info1406	NA
Gene911	0.572258104019924	10	10	32	22	ER.A	-1	19	0.009794	13	0.006311	22	1.552	0.39678818266704	1.276	0.726	2.24	0.243	0.287	1	1365500	1366500	protein_coding	+	info911	info911	NA
Gene721	0.575616481418786	10	7	16	5	ER	0.0100198499804509	5	0.002577	11	0.00534	5	0.483	0.505640361085483	0.826	0.471	1.449	-0.191	0.287	1	1080500	1081500	protein_coding	+	info721	info721	NA
Gene668	0.575822936578385	10	5	8	5	ER	0.0110547932741307	5	0.002577	3	0.001456	5	1.77	0.638887527377355	1.286	0.45	3.673	0.251	0.536	1	1001000	1002000	non_coding	-	info668	info668	NA
Gene1069	0.57881498844633	10	5	16	12	ER	1.99477255855935e-05	11	0.00567	5	0.002427	12	2.336	0.441608361680809	1.422	0.58	3.487	0.352	0.458	1	1602500	1603500	protein_coding	+	info1069	info1069	NA
Gene588	0.579244903579878	10	10	26	18	ER.A	-1	11	0.00567	15	0.007282	18	0.779	0.794794569417352	0.923	0.506	1.684	-0.08	0.307	1	881000	882000	non_coding	-	info588	info588	NA
Gene179	0.580406900250082	10	10	19	11	ER	6.01870364642015e-05	12	0.006186	7	0.003398	11	1.82	0.42805625325631	1.301	0.679	2.492	0.263	0.332	1	267500	268500	protein_coding	+	info179	info179	NA
Gene670	0.581070500837741	10	8	20	16	ER	2.72459351217271e-06	12	0.006186	8	0.003883	16	1.593	0.371276070145917	1.439	0.648	3.194	0.364	0.407	1	1004000	1005000	non_coding	-	info670	info670	NA
Gene434	0.581560025519937	10	10	27	5	ER.A	-1	8	0.004124	19	0.009223	5	0.447	0.569901650407047	0.912	0.664	1.252	-0.092	0.162	1	650000	651000	non_coding	-	info434	info434	NA
Gene1353	0.581793579711631	10	9	20	11	ER	0.000153932383330463	10	0.005155	10	0.004854	11	1.062	0.958395242204803	0.986	0.573	1.696	-0.014	0.277	1	2028500	2029500	protein_coding	+	info1353	info1353	NA
Gene491	0.581862109415122	10	9	21	12	ER.A	-1	11	0.00567	10	0.004854	12	1.168	0.780795649003654	1.093	0.584	2.048	0.089	0.32	1	735500	736500	protein_coding	+	info491	info491	NA
Gene1318	0.58198010678956	10	10	27	10	ER.A	-1	17	0.008763	10	0.004854	10	1.805	0.468351185567101	1.162	0.774	1.744	0.15	0.207	1	1976000	1977000	non_coding	-	info1318	info1318	NA
Gene1066	0.582336556913313	10	8	17	12	ER	1.97894615608703e-05	7	0.003608	10	0.004854	12	0.743	0.356030208981851	0.696	0.322	1.504	-0.363	0.393	1	1598000	1599000	non_coding	-	info1066	info1066	NA
Gene1151	0.58286690089664	10	8	11	6	ER	0.00314664146226502	6	0.003093	5	0.002427	6	1.274	0.633230332868967	1.232	0.523	2.9	0.208	0.437	1	1725500	1726500	protein_coding	+	info1151	info1151	NA
Gene122	0.582916297363457	10	7	21	9	ER.A	-1	7	0.003608	14	0.006796	9	0.531	0.443760693127653	0.798	0.449	1.421	-0.225	0.294	1	182000	183000	non_coding	-	info122	info122	NA
Gene577	0.583570050927297	10	9	20	16	ER	1.26864732785688e-06	10	0.005155	10	0.004854	16	1.062	0.771372487290371	0.893	0.418	1.91	-0.113	0.388	1	864500	865500	protein_coding	+	info577	info577	NA
Gene1252	0.584509640367647	10	9	16	12	ER	5.44949381885507e-05	10	0.005155	6	0.002913	12	1.77	0.381196468871239	1.389	0.666	2.898	0.329	0.375	1	1877000	1878000	non_coding	-	info1252	info1252	NA
Gene628	0.585655557677492	10	10	33	17	ER.A	-1	13	0.006701	20	0.009709	17	0.69	0.480131413429774	0.836	0.507	1.376	-0.18	0.254	1	941000	942000	non_coding	-	info628	info628	NA
Gene1043	0.585947271327442	10	7	22	21	ER.A	-1	13	0.006701	9	0.004369	21	1.534	0.396490881268655	1.464	0.607	3.532	0.381	0.449	1	1563500	1564500	protein_coding	+	info1043	info1043	NA
Gene1253	0.586190143198553	10	9	19	17	ER	7.60852022602265e-07	11	0.00567	8	0.003883	17	1.46	0.47087996177089	1.39	0.568	3.403	0.329	0.457	1	1878500	1879500	protein_coding	+	info1253	info1253	NA
Gene632	0.586882098642625	10	8	28	17	ER.A	-1	16	0.008247	12	0.005825	17	1.416	0.408592765999276	1.285	0.709	2.329	0.251	0.303	1	947000	948000	non_coding	-	info632	info632	NA
Gene1246	0.587538895652837	10	5	15	12	ER	3.1175279908386e-05	5	0.002577	10	0.004854	12	0.531	0.399074731887605	0.656	0.247	1.746	-0.421	0.499	1	1868000	1869000	non_coding	-	info1246	info1246	NA
Gene791	0.587699151081728	10	8	20	9	ER	0.000372568549320739	7	0.003608	13	0.006311	9	0.572	0.409012584976058	0.778	0.429	1.411	-0.251	0.303	1	1185500	1186500	protein_coding	+	info791	info791	NA
Gene762	0.588511883040947	10	9	21	14	ER.A	-1	11	0.00567	10	0.004854	14	1.168	0.462312977086928	1.286	0.658	2.515	0.252	0.342	1	1142000	1143000	non_coding	-	info762	info762	NA
Gene224	0.588764498526344	10	7	13	4	ER	0.0178812940129821	7	0.003608	6	0.002913	4	1.239	0.731952014585012	1.111	0.607	2.033	0.106	0.308	1	335000	336000	non_coding	-	info224	info224	NA
Gene775	0.588771288239852	10	4	14	12	ER	2.71342889074003e-05	9	0.004639	5	0.002427	12	1.911	0.350481373896807	1.653	0.576	4.743	0.502	0.538	1	1161500	1162500	protein_coding	+	info775	info775	NA
Gene1210	0.589233309987319	10	9	27	12	ER.A	-1	17	0.008763	10	0.004854	12	1.805	0.42816996674846	1.211	0.754	1.945	0.192	0.242	1	1814000	1815000	non_coding	-	info1210	info1210	NA
Gene427	0.589697697445226	10	6	17	14	ER	9.67576091975285e-06	10	0.005155	7	0.003398	14	1.517	0.418934776247589	1.414	0.61	3.276	0.346	0.429	1	639500	640500	protein_coding	+	info427	info427	NA
Gene458	0.590495748288476	10	10	28	16	ER.A	-1	10	0.005155	18	0.008738	16	0.59	0.561502526727563	0.867	0.535	1.404	-0.143	0.246	1	686000	687000	non_coding	-	info458	info458	NA
Gene257	0.590568684664238	10	10	24	16	ER.A	-1	14	0.007216	10	0.004854	16	1.487	0.443555432859202	1.276	0.684	2.378	0.243	0.318	1	384500	385500	protein_coding	+	info257	info257	NA
Gene638	0.590927345536267	10	9	17	13	ER	2.32603027746824e-05	10	0.005155	7	0.003398	13	1.517	0.474756193983775	1.36	0.585	3.158	0.307	0.43	1	956000	957000	non_coding	-	info638	info638	NA
Gene770	0.591009354930139	10	9	26	17	ER.A	-1	9	0.004639	17	0.008252	17	0.562	0.410701085091835	0.766	0.406	1.446	-0.267	0.324	1	1154000	1155000	non_coding	-	info770	info770	NA
Gene516	0.591177862589339	10	10	32	20	ER.A	-1	19	0.009794	13	0.006311	20	1.552	0.418921902859235	1.235	0.74	2.062	0.211	0.261	1	773000	774000	non_coding	-	info516	info516	NA
Gene331	0.592268547790311	10	7	21	16	ER.A	-1	10	0.005155	11	0.00534	16	0.965	0.826617557590433	0.925	0.462	1.853	-0.078	0.354	1	495500	496500	protein_coding	+	info331	info331	NA
Gene884	0.592600476009861	10	10	29	16	ER.A	-1	17	0.008763	12	0.005825	16	1.504	0.735991249689037	1.095	0.646	1.857	0.091	0.27	1	1325000	1326000	non_coding	-	info884	info884	NA
Gene210	0.59373376508187	10	5	9	6	ER	0.00498613069860563	6	0.003093	3	0.001456	6	2.124	0.54640267229369	1.414	0.459	4.361	0.347	0.575	1	314000	315000	non_coding	-	info210	info210	NA
Gene739	0.596238657965026	10	9	14	9	ER	0.000264391473470957	4	0.002062	10	0.004854	9	0.425	0.379365125183946	0.663	0.265	1.659	-0.412	0.468	1	1107500	1108500	protein_coding	+	info739	info739	NA
Gene394	0.59640411083521	10	4	10	10	ER	0.000197344363644298	6	0.003093	4	0.001942	10	1.593	0.630498258446045	1.384	0.368	5.209	0.325	0.676	1	590000	591000	non_coding	-	info394	info394	NA
Gene735	0.597107207938398	10	10	26	17	ER.A	-1	17	0.008763	9	0.004369	17	2.006	0.368151848806513	1.335	0.712	2.505	0.289	0.321	1	1101500	1102500	protein_coding	+	info735	info735	NA
Gene814	0.597534282677737	10	8	14	8	ER	0.00100753704805537	9	0.004639	5	0.002427	8	1.911	0.355113904342696	1.485	0.642	3.436	0.396	0.428	1	1220000	1221000	non_coding	-	info814	info814	NA
Gene143	0.598037521032259	10	9	25	19	ER.A	-1	13	0.006701	12	0.005825	19	1.15	0.826787721900905	1.08	0.543	2.148	0.077	0.351	1	213500	214500	protein_coding	+	info143	info143	NA
Gene494	0.598146307179573	10	9	25	18	ER.A	-1	10	0.005155	15	0.007282	18	0.708	0.376454463454599	0.737	0.375	1.448	-0.305	0.344	1	740000	741000	non_coding	-	info494	info494	NA
